WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Top_Zone,Deepest_Zone2,Completion.Season,Type,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type
158,2009,31.95289,-101.420765,10262,1,2,722358,12696,0,0,314800,735054,26.556,11,2,7864,10152,722358,314800,D,BERRY OIL COMPANY,GLASSCOCK,2009-11-02,160,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,W,LB,SAND
159,2010,31.96948,-101.420765,10095,8,16,0,13500,831195,0,696467,831195,25.224,6,16,6662,6667,56544,142720,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2010-06-17,160,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
160,2010,31.69581,-101.420765,9905,1,1,768857,0,0,0,609217,768857,19.788,6,1,7042,9805,768857,609217,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2010-06-29,40,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,W,LB,SAND
163,2010,31.87677,-101.420765,10235,8,16,0,75000,831195,0,831195,831195,49.828,10,16,6750,6871,60312,150091,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2010-10-06,Over 160,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
172,2010,31.67693,-101.420765,10230,1,2,0,11592,831195,0,831195,831195,28.372,10,2,7857,10135,831195,831195,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2010-10-14,80,80,STRAWN,WFMP --> STRAWN,WFMP,STRAWN,autumm,FRAC,GAL,GEL,LB,SAND
173,2010,31.75784,-101.420765,10901,10,20,0,49000,831195,0,831195,831195,41.77,8,20,10650,10661,81000,50000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2010-08-04,80,Over 160,SIL_DEV,CLFK --> SIL_DEV,CLFK,SIL_DEV,summer,FRAC,GAL,GEL,LB,SAND
176,2010,31.86384,-101.420765,10752,8,16,0,13500,831195,0,831195,831195,37.35049321,10,16,6967,7203,72408,204399,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2010-10-24,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
178,2010,31.71895,-101.420765,9990,1,1,831195,0,0,0,831195,831195,61.80434803,9,1,6046,9891,831195,831195,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2010-09-09,80,160,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,autumm,FRAC,GAL,W,LB,SAND
182,2011,31.844,-101.420765,10510,1,2,831195,12600,0,0,831195,831195,53.388,1,2,6602,10419,831195,831195,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2011-01-09,80,160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,FLUD,LB,SAND
183,2011,31.82076,-101.420765,10863,7,7,237250,0,449500,0,522438,686750,35.412,4,7,10016,10326,43000,16500,D,APACHE CORPORATION,GLASSCOCK,2011-04-01,80,160,WOOD,WFMP --> WOOD,WFMP,WOOD,spring,FRAC,GAL,X-LINKGEL,LB,SAND
184,2011,31.82961,-101.420765,10848,5,6,0,1000,616300,0,533788,617300,53.116,4,6,10764,10766,14500,6000,D,APACHE CORPORATION,GLASSCOCK,2011-04-29,40,80,SIL_DEV,WFMP --> SIL_DEV,WFMP,SIL_DEV,spring,FRAC,GAL,GEL,LB,SAND
187,2011,31.81269,-101.420765,10438,1,1,831195,0,0,0,831195,831195,84.72,2,1,6910,10366,831195,831195,D,CROWNQUEST OPERATING LLC,GLASSCOCK,2011-02-05,40,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,winter,FRAC,GAL,FLUD,LB,SAND
189,2010,31.6895,-101.420765,10613,1,2,0,15834,24110,0,831195,39944,41.68,12,2,6170,10474,24110,831195,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2010-12-08,80,Over 160,SIL_DEV,SPBR_U --> SIL_DEV,SPBR_U,SIL_DEV,winter,FRAC,GAL,GEL,LB,SAND
191,2011,31.87397,-101.420765,10306,3,6,0,16500,831195,0,831195,831195,23.642,4,6,8380,10103,831195,601501,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-04-12,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
192,2011,31.97912,-101.420765,10401,3,6,0,0,831195,0,831195,831195,23.042,5,6,8225,10056,831195,831195,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-05-02,80,160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
200,2011,31.68072,-101.420765,10540,1,2,0,22092,831195,0,831195,831195,58.952,1,2,6906,10394,831195,831195,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2011-01-17,80,160,MISS,SPBR_L --> MISS,SPBR_L,MISS,winter,FRAC,GAL,GEL,LB,SAND
201,2010,31.67846,-101.420765,10025,5,10,831195,16000,0,0,831195,831195,90.188,11,10,9709,9866,306600,183400,F,LAREDO PETROLEUM INCORPORATED,GLASSCOCK,2010-11-16,160,20,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,autumm,FRAC,GAL,W,LB,SAND
202,2010,31.69121,-101.420765,10080,6,12,0,22600,0,831195,831195,831195,98.23186666,12,12,9746,9919,491400,230600,F,LAREDO PETROLEUM INCORPORATED,GLASSCOCK,2010-12-17,80,Over 160,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,winter,FRAC,GAL,SLKW,LB,SAND
204,2011,31.95992,-101.420765,10992,1,2,0,17000,679602,0,831195,696602,75.576,1,2,8350,10651,679602,413100,D,BERRY OIL COMPANY,GLASSCOCK,2011-01-21,40,Over 160,MISS,WFMP --> MISS,WFMP,MISS,winter,FRAC,GAL,X-LINKGEL,LB,SANDCER
205,2011,31.97697,-101.420765,9975,4,8,0,16500,831195,0,831195,831195,41.86032034,12,8,9849,9926,302878,173526,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-12-08,40,Over 160,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,winter,FRAC,GAL,X-LINKGEL,LB,SAND
206,2011,31.96872,-101.420765,10523,2,4,636720,8190,0,0,713440,644910,35.212,3,4,10182,10267,73878,50000,D,BERRY OIL COMPANY,GLASSCOCK,2011-03-16,40,80,STRAWN,WFMP --> STRAWN,WFMP,STRAWN,spring,FRAC,GAL,FLUD,LB,SAND
207,2011,31.73955,-101.420765,10985,7,7,0,0,831195,0,831195,831195,94.12444184,4,7,10839,10902,40000,1e+05,D,APACHE CORPORATION,GLASSCOCK,2011-04-21,80,80,SIL_DEV,CLFK --> SIL_DEV,CLFK,SIL_DEV,spring,FRAC,GAL,GEL,LB,SAND
208,2011,31.75303,-101.420765,11000,7,7,0,0,831195,0,831195,831195,82.72679578,4,7,10809,10908,40000,49750,D,APACHE CORPORATION,GLASSCOCK,2011-04-15,160,80,SIL_DEV,SPBR_U --> SIL_DEV,SPBR_U,SIL_DEV,spring,FRAC,GAL,GEL,LB,SAND
209,2011,31.94875,-101.420765,10191,3,6,0,13500,831195,0,831195,831195,182.758,4,6,8346,9964,831195,557409,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-04-03,Over 160,Over 160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,GEL,LB,SAND
212,2011,31.97423,-101.420765,9903,2,4,0,16500,831195,0,831195,831195,4.196,5,4,7496,9673,831195,831195,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-05-04,Over 160,Over 160,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
213,2011,31.69479,-101.420765,10622,1,2,0,15120,831195,0,831195,831195,36.92,3,2,6211,10509,831195,831195,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2011-03-08,80,160,SIL_DEV,SPBR_U --> SIL_DEV,SPBR_U,SIL_DEV,spring,FRAC,GAL,GEL,LB,SAND
217,2011,31.93995,-101.420765,10330,4,8,0,15000,831195,0,831195,831195,64.232,5,8,10126,10182,118694,87885,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-05-16,40,40,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
228,2011,31.75591,-101.420765,10715,8,16,1e+05,33000,513000,0,831195,646000,36.824,11,16,10099,10294,1e+05,51000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-14,40,160,ATOKA,CLFK --> ATOKA,CLFK,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
229,2011,31.75941,-101.420765,10834,8,16,218000,34000,412000,0,740000,664000,41.876,11,16,10700,10719,108000,50000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-13,40,160,SIL_DEV,SPBR_L --> SIL_DEV,SPBR_L,SIL_DEV,autumm,FRAC,GAL,FLUD,LB,SAND
230,2011,31.76037,-101.420765,10908,8,16,344000,37000,435000,0,831195,816000,30.524,8,16,10510,10709,96000,50000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-03,40,Over 160,SIL_DEV,SPBR_U --> SIL_DEV,SPBR_U,SIL_DEV,summer,FRAC,GAL,FLUD,LB,SAND
231,2011,31.7623,-101.420765,10896,7,14,248000,34000,466000,0,831195,748000,27.412,8,14,10046,10301,118000,78000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-03,80,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
232,2011,31.75537,-101.420765,10710,7,14,423000,34000,290000,0,831195,747000,31.096,8,14,10051,10271,118000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-03,80,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
234,2011,31.73636,-101.420765,10689,7,14,232000,32000,455000,0,776000,719000,30.76,7,14,10014,10315,116000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-07-09,40,160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
235,2011,31.74163,-101.420765,10710,7,14,213000,32000,414000,0,738000,659000,30.044,7,14,10030,10313,110000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-07-25,80,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
236,2011,31.73728,-101.420765,10593,7,13,226000,26000,356000,0,685000,608000,30.492,10,13,10004,10297,123000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-10-20,40,160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
237,2011,31.74802,-101.420765,10801,7,14,226500,32500,377000,0,733000,636000,29.132,8,14,10078,10325,110000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-12,80,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
239,2012,31.74285,-101.420765,10880,6,12,0,29000,5e+05,0,683500,529000,42.18,3,12,10072,10189,108000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2012-03-01,NA,NA,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
240,2011,31.75049,-101.420765,10676,8,16,125000,34000,331000,0,811000,490000,21.352,9,16,9596,9918,125000,95000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-09-29,80,Over 160,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
243,2011,31.75775,-101.420765,10898,8,16,225000,33000,433000,0,831195,691000,19.268,11,16,10076,10177,110000,51000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-10,40,80,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,autumm,FRAC,GAL,FLUD,LB,SAND
246,2011,31.73012,-101.420765,10818,8,16,225000,34500,416000,0,831195,675500,18.056,11,16,10148,10489,110000,75000,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-10,40,80,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
247,2011,31.84179,-101.420765,10405,3,6,0,13500,831195,0,831195,831195,36.568,5,6,8664,10041,831195,573189,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-05-10,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
248,2011,31.89422,-101.420765,10125,3,6,0,0,831195,0,831195,831195,25.364,6,6,8317,9815,829533,562654,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-06-09,Over 160,Over 160,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,GEL,LB,SAND
251,2011,31.95503,-101.420765,10654,1,2,0,14112,831195,0,831195,831195,46.584,5,2,7445,10586,831195,831195,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2011-05-14,80,80,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,GEL,LB,SAND
253,2011,31.91226,-101.420765,10275,4,8,0,16500,831195,0,831195,831195,73.544,8,8,10070,10182,175680,119785,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-08-31,80,40,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,summer,FRAC,GAL,X-LINKGEL,LB,SAND
256,2011,31.68682,-101.420765,10559,6,12,416000,26300,338000,0,741000,780300,16.16,7,12,10158,10305,98000,50000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-07-03,40,Over 160,SIL_DEV,SPBR_L --> SIL_DEV,SPBR_L,SIL_DEV,summer,FRAC,GAL,FLUD,LB,SAND
259,2011,31.67198,-101.420765,10373,5,9,0,15500,0,831195,831195,831195,152.468,5,9,9816,10223,420000,258000,F,LAREDO PETROLEUM INCORPORATED,GLASSCOCK,2011-05-04,80,160,MISS,WFMP --> MISS,WFMP,MISS,spring,FRAC,GAL,SLKW,LB,SAND
263,2011,31.86166,-101.420765,10340,4,8,0,13500,831195,0,831195,831195,39.84,7,8,10200,10264,182505,130227,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-07-20,160,20,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,summer,FRAC,GAL,GEL,LB,SAND
266,2011,31.77637,-101.420765,11328,1,1,831195,0,0,0,831195,831195,43.24659366,8,1,6918,11044,831195,831195,D,PARSLEY ENERGY OPERATIONS LLC,GLASSCOCK,2011-08-24,80,160,SIL_DEV,SPBR_L --> SIL_DEV,SPBR_L,SIL_DEV,summer,FRAC,GAL,FLUD,LB,SAND
267,2011,31.77097,-101.420765,10398,1,1,831195,0,0,0,831195,831195,17.936,5,1,7288,10056,831195,831195,D,PARSLEY ENERGY OPERATIONS LLC,GLASSCOCK,2011-05-26,160,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,FLUD,LB,SAND
268,2011,31.77794,-101.420765,10500,1,1,831195,0,0,0,831195,831195,25.468,5,1,6990,10204,831195,831195,D,PARSLEY ENERGY OPERATIONS LLC,GLASSCOCK,2011-05-13,80,80,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,FLUD,LB,SAND
270,2011,31.71955,-101.420765,10080,7,14,129000,32000,596000,0,831195,757000,24.084,8,14,9496,9793,129000,95000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-28,160,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
271,2011,31.72083,-101.420765,10057,7,14,111000,29000,397000,0,831195,537000,6.988,10,14,9424,9723,111000,97500,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-10-29,80,Over 160,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
272,2011,31.72947,-101.420765,10092,5,10,129000,23000,377000,0,627000,529000,23.62,7,10,9374,9691,129000,95000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-07-12,40,Over 160,STRAWN,SPBR_L --> STRAWN,SPBR_L,STRAWN,summer,FRAC,GAL,FLUD,LB,SAND
273,2011,31.66599,-101.4159,10135,7,14,111000,30000,398500,0,831195,539500,26.516,8,14,9248,9531,111000,97500,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-14,160,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
275,2011,31.65419,-101.420765,10093,6,12,108000,26000,368500,0,762000,502500,32.736,8,12,9330,9521,108000,80000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-17,40,Over 160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
277,2011,31.93507,-101.420765,10350,2,4,831195,26000,0,0,689000,831195,97.304,11,4,10104,10312,252000,115000,D,ROYALTY LAND & DEVELOPMENT COMPANY INC,GLASSCOCK,2011-11-01,80,Over 160,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,autumm,FRAC,GAL,W,LB,SAND
279,2011,31.81948,-101.420765,10798,1,1,831195,0,0,0,831195,831195,59.932,6,1,7380,10679,831195,831195,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,2011-06-18,80,20,MISS,SPBR_L --> MISS,SPBR_L,MISS,summer,FRAC,GAL,FLUD,LB,SAND
280,2011,31.81484,-101.420765,10870,1,1,831195,0,0,0,831195,831195,35.636,7,1,7300,10770,831195,831195,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,2011-07-14,80,40,MISS,SPBR_L --> MISS,SPBR_L,MISS,summer,FRAC,GAL,FLUD,LB,SAND
282,2011,31.67115,-101.420765,10680,1,2,831195,15120,0,0,831195,831195,10.636,6,2,7080,10484,831195,831195,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2011-06-02,80,80,SIL_DEV,SPBR_L --> SIL_DEV,SPBR_L,SIL_DEV,summer,FRAC,GAL,FLUD,LB,SAND
284,2011,31.96436,-101.420765,10255,1,2,0,831195,382000,0,253700,831195,46.308,9,2,8629,10150,382000,253700,D,BERRY OIL COMPANY,GLASSCOCK,2011-09-15,40,80,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
286,2011,31.72321,-101.420765,10533,1,2,831195,12096,0,0,831195,831195,109.128,8,2,7050,10448,831195,831195,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2011-08-18,40,80,SIL_DEV,SPBR_L --> SIL_DEV,SPBR_L,SIL_DEV,summer,FRAC,GAL,FLUD,LB,SAND
289,2011,31.97763,-101.420765,10285,4,8,0,16500,831195,0,831195,831195,29.21941362,10,8,10033,10103,162030,113000,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-10-15,80,160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,autumm,FRAC,GAL,GEL,LB,SAND
290,2011,31.97724,-101.420765,10166,4,8,0,18000,831195,0,831195,831195,19.164,8,8,9977,10030,167382,831195,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-08-11,80,160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,summer,FRAC,GAL,GEL,LB,SAND
291,2011,31.69677,-101.420765,10080,7,14,174500,32000,365000,0,785500,571500,29.81065115,9,14,9704,9769,63500,50000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-09-14,40,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
292,2011,31.71565,-101.420765,10086,7,14,219000,32000,350000,0,827000,601000,25.35257157,8,14,9790,9891,81000,50000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-08-19,80,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
293,2011,31.68876,-101.420765,10075,6,12,122000,27000,303000,0,637000,452000,22.844,9,12,9506,9763,122000,95000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-09-29,40,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
294,2011,31.85591,-101.420765,10406,4,8,0,15000,831195,0,831195,831195,74.448,10,8,10242,10276,157865,120132,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-10-15,160,80,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
296,2011,31.95678,-101.420765,10232,3,6,0,16500,831195,0,831195,831195,107.0470321,10,6,8300,10092,831195,717834,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2011-10-15,40,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
298,2011,31.82485,-101.420765,10539,1,1,831195,0,0,0,831195,831195,124.084,7,1,7510,10449,831195,831195,D,CROWNQUEST OPERATING LLC,GLASSCOCK,2011-07-04,40,Over 160,MISS,SPBR_L --> MISS,SPBR_L,MISS,summer,FRAC,GAL,FLUD,LB,SAND
299,2011,31.69103,-101.420765,10795,1,1,831195,0,0,0,128790,831195,1.219311577,9,1,6440,10692,831195,128790,F,ATHLON ENERGY OPERATING LLC,GLASSCOCK,2011-09-24,80,80,WOOD,SPBR_U --> WOOD,SPBR_U,WOOD,autumm,FRAC,GAL,FLUD,LB,SAND
304,2011,31.81348,-101.420765,10505,1,1,831195,0,0,0,831195,831195,95.452,8,1,7978,10372,831195,831195,D,CROWNQUEST OPERATING LLC,GLASSCOCK,2011-08-01,80,Over 160,MISS,WFMP --> MISS,WFMP,MISS,summer,FRAC,GAL,FLUD,LB,SAND
306,2011,31.72296,-101.420765,10711,8,15,226000,29000,412500,0,823000,667500,41.792,9,15,9993,10198,123000,75000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-09-10,40,160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
315,2011,31.7156,-101.420765,10922,7,14,111000,28000,425500,0,752000,564500,28.564,11,14,9770,10049,111000,81000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-21,80,80,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,autumm,FRAC,GAL,FLUD,LB,SAND
316,2012,31.73101,-101.420765,10772,7,14,0,30000,559000,0,811800,589000,29.872,2,14,9730,10048,135500,87800,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2012-02-20,NA,NA,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,X-LINKGEL,LB,SAND
317,2011,31.72394,-101.420765,10919,7,14,552000,29000,0,0,789000,581000,29.108,10,14,9634,9911,125000,75000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-10-21,Over 160,Over 160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,autumm,FRAC,GAL,FLUD,LB,SAND
318,2011,31.72073,-101.420765,10464,7,14,111000,29000,402000,0,795000,542000,12.116,11,14,9660,9933,111000,81000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-25,80,160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,autumm,FRAC,GAL,FLUD,LB,SAND
319,2011,31.83431,-101.420765,10880,7,7,206500,0,449500,0,484688,656000,49.16,7,7,10139,10378,43000,16500,D,APACHE CORPORATION,GLASSCOCK,2011-07-29,80,20,WOOD,WFMP --> WOOD,WFMP,WOOD,summer,FRAC,GAL,X-LINKGEL,LB,SAND
321,2011,31.81407,-101.420765,10827,1,1,831195,0,0,0,831195,831195,35.588,7,1,7324,10744,831195,831195,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,2011-07-16,160,40,WOOD,SPBR_L --> WOOD,SPBR_L,WOOD,summer,FRAC,GAL,FLUD,LB,SAND
322,2011,31.67721,-101.420765,10016,7,14,96000,29000,427000,0,820000,552000,45.868,12,14,9578,9817,96000,85000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-12-13,40,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,winter,FRAC,GAL,FLUD,LB,SAND
323,2012,31.72177,-101.420765,10087,7,14,0,30000,542500,0,831195,572500,26.248,4,14,9526,9833,116000,91500,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2012-04-26,NA,NA,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
324,2011,31.6918,-101.420765,9988,7,14,111000,29000,407000,0,831195,547000,48.432,11,14,9502,9891,111000,97500,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-08,80,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
325,2011,31.68399,-101.41708,10036,6,12,111000,25000,338000,0,737500,474000,57.56,11,12,9340,9631,111000,97500,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-11-18,40,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
327,2012,31.72681,-101.420765,10902,8,16,125000,33000,500500,0,831195,658500,25.476,2,16,9688,9941,125000,75000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2012-02-08,80,Over 160,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,winter,FRAC,GAL,FLUD,LB,SAND
332,2011,31.66999,-101.420765,10067,7,14,111000,29000,417000,0,831195,557000,36.408,12,14,9414,9785,111000,98000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-12-23,80,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,FLUD,LB,SAND
333,2011,31.68065,-101.420765,10088,7,14,111000,29000,417000,0,831195,557000,44.064,10,14,9360,9655,111000,98000,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,2011-10-19,40,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
