Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
5,2,3,2007,31.51335,-101.67661,8350,4,4,7,3,2,2,293100,337020,37.62
5,2,3,2008,31.52648,-101.64981,8296,4,4,7,3,2,2,293100,242240,33.484
6,2,3,2008,31.62604,-101.5624,8043,4,3,7,3,2,2,293100,242240,10.508
5,2,3,2008,31.51211,-101.68209,8314,3,4,7,3,2,2,293100,242240,37.644
5,2,3,2008,31.50811,-101.68274,8364,4,4,7,1,2,2,244025,242240,43.67591628
5,2,3,2008,31.52342,-101.66206,8284,4,4,7,3,2,2,293100,242240,23.904
6,2,3,2008,31.61625,-101.55494,8077,5,3,7,1,2,2,325000,147484,17.1
6,18,3,2008,31.60375,-101.44177,8564,5,5,7,3,NA,5,NA,NA,30.264
6,18,3,2008,31.5851,-101.39944,8495,5,2,7,3,NA,1,NA,NA,19.908
5,2,3,2008,31.51016,-101.6403,8208,4,4,7,3,2,2,224875,210000,15.18175478
5,2,3,2008,31.52097,-101.70988,8415,5,4,7,1,2,2,258000,220911,16.276
5,2,3,2008,31.52543,-101.7068,8428,5,4,7,3,2,2,207125,220911,25.85188981
5,27,3,2008,31.57525,-101.71147,8595,3,3,7,3,3,6,469960,196371,5.784
5,27,3,2008,31.6148,-101.7334,8672,3,3,5,3,4,8,607030,245005,30.672
5,27,3,2008,31.60062,-101.74646,8592,4,4,5,3,4,8,501744,209315,44.70841868
6,18,3,2008,31.55993,-101.42533,8720,5,3,7,3,NA,9,NA,NA,44.144
6,18,3,2008,31.57462,-101.43359,8530,2,3,7,3,NA,8,NA,NA,27.468
6,18,3,2008,31.58524,-101.41221,8715,2,4,7,3,7,7,NA,NA,29.132
5,2,3,2008,31.52245,-101.65293,8254,3,4,7,3,2,2,258000,220655,19.764
5,2,3,2008,31.5198,-101.64771,8271,4,4,7,3,2,2,258000,220655,21.948
6,2,3,2008,31.63161,-101.55869,8234,5,3,7,1,2,2,258000,220375,8.544
5,2,3,2008,31.51698,-101.67336,8264,4,3,7,1,2,2,265075,209000,29.356
5,2,3,2008,31.53082,-101.65117,8276,4,3,7,3,2,2,271750,220538,12.592
5,2,3,2008,31.5239,-101.66928,8326,4,3,7,3,2,2,285500,221886,25.776
5,2,3,2008,31.47801,-101.66555,8212,4,4,5,3,2,2,271750,208000,47.16539174
5,2,3,2008,31.47911,-101.66069,8220,4,4,7,3,2,2,271750,208000,25.54
5,27,3,2008,31.61497,-101.76866,10657,6,3,7,5,5,12,256111,472366,13.824
5,2,3,2008,31.47627,-101.65664,8186,4,4,7,3,2,2,16750,278750,14.376
6,2,3,2008,31.61568,-101.5237,8534,4,5,7,1,3,3,381000,374000,21.292
6,2,3,2009,31.62538,-101.53113,8500,4,5,7,3,2,2,64750,502250,20.56059578
6,2,3,2009,31.59294,-101.52539,8527,4,4,7,3,2,2,63350,448250,23.77308795
6,27,3,2008,31.58751,-101.59855,8201,4,4,5,3,4,8,578829,213161,27.38
5,2,3,2008,31.52064,-101.65128,8278,3,3,7,3,2,2,273280,196751,21.152
5,2,3,2008,31.46572,-101.6532,8156,4,4,7,3,2,2,16750,278750,15.656
5,2,3,2008,31.46833,-101.65087,8179,4,3,7,3,2,2,16750,278750,13.43492656
5,2,3,2008,31.46909,-101.65428,8177,4,3,7,3,2,2,16750,278750,15.93179403
6,18,3,2008,31.57789,-101.40384,8700,5,2,7,3,NA,7,NA,NA,26.296
6,18,3,2008,31.57814,-101.42506,8723,2,5,7,3,7,7,NA,NA,29.396
6,18,3,2008,31.56346,-101.41678,8710,5,4,7,3,7,7,NA,NA,36.12
6,18,3,2008,31.59629,-101.42903,8707,4,3,7,2,NA,5,NA,NA,20.288
6,18,3,2008,31.56718,-101.42522,8715,4,3,7,1,NA,7,NA,NA,49.432
6,18,3,2008,31.57442,-101.41661,8725,5,3,7,3,NA,7,NA,NA,16.4500793
5,27,3,2008,31.61262,-101.69658,8515,5,3,5,3,4,8,601360,246762,17.184
5,27,3,2008,31.54282,-101.7297,8554,2,4,5,3,4,8,587700,240826,69.09392334
5,27,3,2008,31.5198,-101.73153,8526,5,4,5,1,4,8,742220,332242,46.016
5,27,3,2008,31.53483,-101.73183,8564,5,4,5,3,4,8,584747,228308,33.728
5,2,3,2009,31.50461,-101.66499,8270,4,4,7,3,2,2,46150,388750,23.846
5,2,3,2009,31.47608,-101.60758,10270,5,4,6,5,2,2,137000,449500,36.584
6,8,3,2009,31.49834,-101.52659,8817,2,5,7,3,1,1,1621983.945,366240,55.988
6,18,3,2008,31.58545,-101.42919,8700,2,4,7,3,NA,7,NA,NA,20.176
5,2,3,2009,31.43794,-101.67541,8157,4,4,7,3,2,2,362375,291500,33.416
6,18,3,2008,31.59245,-101.40786,8695,2,3,7,3,NA,7,NA,NA,20.872
6,18,3,2009,31.59258,-101.4206,8250,5,4,7,3,7,7,NA,NA,26.532
6,18,3,2008,31.57057,-101.40396,8693,4,2,7,3,7,7,NA,NA,20.18
6,18,3,2010,31.54902,-101.4255,8515,4,5,7,3,8,8,NA,NA,21.844
6,18,3,2010,31.56388,-101.4551,8651,5,4,7,3,8,8,NA,NA,12.89341834
6,18,3,2009,31.60025,-101.45459,8197,5,4,7,3,7,7,NA,NA,13.256
6,13,3,2009,31.58313,-101.50473,8515,4,4,7,3,1,2,845640,636090,63.15788804
5,2,3,2009,31.50624,-101.67438,8282,4,5,5,3,2,2,472625,245500,46.25166625
5,2,3,2009,31.48339,-101.65834,8177,3,4,5,3,2,2,268625,297000,17.03817508
5,2,3,2009,31.45584,-101.66299,8153,4,4,7,3,2,2,268625,292000,40.768
6,18,3,2010,31.58197,-101.44207,8605,4,3,7,3,8,8,NA,NA,15.34
6,18,3,2009,31.59646,-101.44187,8225,5,3,7,3,6,6,NA,NA,18.776
6,18,3,2009,31.60701,-101.40764,8208,2,4,7,3,7,7,NA,NA,23.48
6,18,3,2009,31.59971,-101.40775,8121,2,4,7,3,NA,1,NA,NA,20.812
6,18,3,2009,31.58535,-101.42071,8306,5,4,7,3,7,7,NA,NA,39.328
6,18,3,2009,31.60748,-101.4502,8275,5,4,7,3,NA,7,NA,NA,16.496
6,18,3,2009,31.57834,-101.44212,8195,4,4,7,3,6,6,NA,NA,21.412
6,18,3,2010,31.57859,-101.46337,8695,5,4,7,2,7,7,NA,NA,49.684
6,18,3,2009,31.60702,-101.42904,8296,5,4,7,3,NA,2,NA,NA,22.484
6,18,3,2009,31.5892,-101.44197,8326,5,4,7,3,7,7,NA,NA,20.272
6,27,3,2009,31.56374,-101.39485,9098,5,2,7,3,8,16,722180,578138,37.532
5,1,3,2010,31.44664,-101.60315,8121,4,4,7,3,1,2,656313,184504,20.104
5,1,3,2010,31.44939,-101.60397,8111,4,3,7,3,1,2,501474,498415,26.276
6,18,3,2009,31.62904,-101.41578,8504,2,2,7,3,NA,8,NA,NA,33.488
6,18,3,2009,31.55643,-101.43818,8532,5,3,7,3,8,8,NA,NA,44.296
6,18,3,2010,31.5637,-101.43808,8545,5,4,7,3,NA,8,NA,NA,38.752
5,30,3,2010,31.55983,-101.66473,8298,2,4,7,3,3,3,390000,298410,31.20847532
6,18,3,2010,31.55597,-101.39991,8392,4,5,7,3,NA,8,NA,NA,45.952
6,27,3,2010,31.56387,-101.4089,8593,5,4,7,3,7,14,848060,607908,23.88
6,18,3,2010,31.54139,-101.40017,8374,4,4,7,3,8,8,NA,NA,44.404
6,18,3,2010,31.62915,-101.42435,8564,5,5,7,2,1,1,NA,NA,20.196
6,13,3,2010,31.53287,-101.55439,8480,2,5,7,3,1,2,1253728.027,974232,26.412
6,13,3,2010,31.53994,-101.54474,8510,4,5,7,3,1,2,823600,655662,36.01964551
5,27,3,2010,31.54579,-101.74868,8589,4,4,5,3,4,8,531360,238014,52.88401437
5,27,3,2010,31.54401,-101.74443,8587,5,4,7,3,4,8,512957,237090,38.91903009
6,18,3,2010,31.59266,-101.4286,8527,4,5,7,3,7,7,NA,NA,23.716
6,18,3,2010,31.57422,-101.39962,8417,4,6,7,3,8,8,NA,NA,36.188
6,18,3,2010,31.56728,-101.4337,8518,4,3,7,3,8,8,NA,NA,30.128
6,18,3,2010,31.57799,-101.41232,8495,5,4,7,3,8,8,NA,NA,33.96
5,27,3,2010,31.54392,-101.75716,8598,5,4,7,3,4,8,533560,230832,43.20116525
6,18,3,2010,31.56704,-101.41248,8428,4,3,7,3,NA,7,NA,NA,36.128
6,18,3,2010,31.57081,-101.42517,8475,4,4,7,3,7,7,NA,NA,59.376
6,18,3,2010,31.56723,-101.42946,8532,4,3,7,3,8,8,NA,NA,27.556
6,18,3,2010,31.56714,-101.42099,8510,4,3,7,3,NA,1,NA,NA,44.716
6,18,3,2010,31.51968,-101.40904,8462,4,4,7,2,NA,1,NA,NA,71.048
5,27,3,2010,31.52989,-101.74538,10705,4,3,6,3,10,20,999885,1151228,41.48374654
5,27,3,2010,31.5253,-101.74867,10675,4,3,6,3,10,20,968831,990020,67.29519571
5,27,3,2010,31.53076,-101.74153,10710,4,3,6,3,10,20,932678,1112538,49.108
6,18,3,2010,31.63639,-101.41144,8572,5,6,7,3,8,8,NA,NA,43.756
6,18,3,2010,31.58594,-101.47182,8775,5,4,7,2,7,7,NA,NA,27.572
6,18,3,2010,31.57076,-101.42029,8510,5,5,7,3,8,8,NA,NA,30.7
6,18,3,2010,31.61184,-101.43088,8248,4,5,7,3,7,7,NA,NA,48.448
6,13,3,2010,31.55127,-101.52655,8480,2,4,7,3,1,2,846560,588630,30.31861183
6,13,3,2010,31.57999,-101.52292,9710,2,5,7,3,1,2,847480,769902,46.94832687
6,18,3,2010,31.59678,-101.4677,8737,5,3,7,3,8,8,NA,NA,23.696
5,27,3,2010,31.53657,-101.75736,8660,4,3,5,3,4,8,512012,227400,42.76791385
6,13,3,2010,31.57343,-101.51137,8524,5,4,7,3,1,2,901360,707784,42.036
5,27,3,2010,31.52574,-101.75539,8630,4,4,7,3,4,8,502400,235662,26.236
6,13,3,2010,31.56234,-101.50168,9915,5,4,7,3,1,2,1144640,1035888,66.52
6,13,3,2010,31.56444,-101.53416,8525,6,5,7,1,1,2,2069536.055,738024,17.524
6,18,3,2010,31.5636,-101.42951,8547,4,4,7,3,NA,1,NA,NA,39.816
6,18,3,2010,31.5524,-101.40423,8432,5,3,7,3,8,8,NA,NA,21.52
6,18,3,2010,31.60762,-101.46296,8720,5,4,7,3,8,8,NA,NA,23.924
5,27,3,2010,31.53767,-101.76797,8656,4,3,7,3,4,8,531060,232035,51.74410674
6,18,3,2010,31.62199,-101.45073,8293,5,2,7,3,7,7,NA,NA,20.028
5,27,3,2010,31.52035,-101.76218,8665,5,4,5,3,4,8,524033,237396,19.544
5,27,3,2010,31.50975,-101.75927,8700,3,4,5,3,4,8,531359,234798,14.336
5,27,3,2010,31.52215,-101.75427,8580,4,4,5,3,4,8,556756,241416,38.064
6,13,3,2010,31.52764,-101.46834,10130,4,4,1,3,1,2,697137,1657950,39.044
6,13,3,2010,31.53491,-101.46822,10115,2,4,1,2,1,2,1234463.945,1123794,60.988
6,13,3,2010,31.53137,-101.47677,10100,2,5,1,3,1,2,1171520,1088640,98.172
6,18,3,2010,31.59325,-101.47599,8780,4,4,7,3,8,8,NA,NA,45.84
6,18,3,2010,31.55632,-101.42962,8520,5,4,7,3,8,8,NA,NA,38.75937114
6,18,3,2010,31.58227,-101.46788,8737,5,4,7,3,7,7,NA,NA,28.812
6,18,3,2010,31.60748,-101.47582,8770,4,7,7,3,8,8,NA,NA,32.252
6,18,3,2010,31.52707,-101.3965,8355,5,4,7,3,8,8,NA,NA,37.14
6,18,3,2010,31.50567,-101.45596,8547,4,4,7,3,8,8,NA,NA,39.416
6,18,3,2010,31.57511,-101.47621,8760,5,3,7,3,8,8,NA,NA,11.228
6,18,3,2010,31.57128,-101.46771,8680,4,4,7,3,8,8,NA,NA,43.016
6,13,3,2010,31.53124,-101.46404,10100,4,4,1,2,1,2,814540,1031347,40.828
6,13,3,2010,31.5275,-101.46409,10100,4,4,1,3,1,2,941700,1034880,38.652
6,18,3,2010,31.60014,-101.44606,8648,5,4,7,1,8,8,NA,NA,31.16
6,18,3,2010,31.54912,-101.43397,8549,5,4,7,3,8,8,NA,NA,28.78
6,18,3,2010,31.62608,-101.42818,8260,5,2,7,3,7,7,NA,NA,41.536
6,18,3,2011,31.57118,-101.45924,8660,5,4,7,3,7,7,NA,NA,27.02
6,18,3,2010,31.54529,-101.41709,8478,4,2,7,3,8,8,NA,NA,29.072
6,18,3,2010,31.49842,-101.4603,8545,5,3,7,3,8,8,NA,NA,77.724
6,18,3,2010,31.54559,-101.44258,8585,4,3,7,3,8,8,NA,NA,90.868
6,18,3,2010,31.56021,-101.45084,8612,5,3,7,3,8,8,NA,NA,13.324
6,18,3,2010,31.60394,-101.45878,8675,5,3,7,3,8,8,NA,NA,47.356
6,18,3,2010,31.59237,-101.39933,8403,4,5,7,3,8,8,NA,NA,14.672
6,18,3,2010,31.61716,-101.44153,8318,5,2,7,3,7,7,NA,NA,23.408
6,18,3,2010,31.56774,-101.4763,8710,2,3,7,3,8,8,NA,NA,46.31872541
6,18,3,2010,31.58565,-101.44626,8635,5,4,7,3,8,8,NA,NA,20.868
6,18,3,2010,31.54866,-101.3958,8337,5,5,7,3,8,8,NA,NA,16.41133366
6,13,3,2011,31.64534,-101.51921,10313,5,5,1,2,1,2,717166,864696,55.38
6,2,3,2011,31.49649,-101.48185,9795,5,4,7,1,5,5,860188,941900,45.544
6,18,3,2010,31.64136,-101.43021,8275,4,2,7,3,7,7,NA,NA,137.964
6,18,3,2010,31.63583,-101.42431,8586,5,3,7,3,8,8,NA,NA,33.034
6,18,3,2010,31.6005,-101.47589,8745,2,4,7,3,8,8,NA,NA,44.784
6,18,3,2010,31.59294,-101.45039,8660,2,4,7,3,8,8,NA,NA,45.516
6,18,3,2010,31.6302,-101.43306,8600,4,2,7,3,8,8,NA,NA,58.608
6,18,3,2010,31.61129,-101.43778,8247,4,2,7,3,7,7,NA,NA,30.632
6,18,3,2011,31.59987,-101.42475,8560,4,4,7,3,8,8,NA,NA,27.532
6,18,3,2010,31.6035,-101.42044,8528,5,3,7,3,8,8,NA,NA,30.508
6,18,3,2010,31.58575,-101.45479,8670,2,4,7,3,8,8,NA,NA,30.188
6,18,3,2010,31.53438,-101.42153,8468,4,2,7,3,8,8,NA,NA,76.612
6,18,3,2010,31.53432,-101.41733,8434,4,4,7,3,7,7,NA,NA,53.604
6,18,3,2010,31.58236,-101.47612,8780,5,4,7,3,7,7,NA,NA,34.624
5,27,3,2012,31.52189,-101.73661,10615,5,7,6,3,3,6,883655,859969,29.30455739
6,18,3,2011,31.61368,-101.44797,8563,5,3,7,3,7,7,NA,NA,26.76028006
6,18,3,2010,31.60771,-101.47152,8776,4,4,7,3,7,7,NA,NA,26.68
6,18,3,2010,31.58962,-101.47603,8770,4,3,7,3,7,7,NA,NA,19.884
6,18,3,2010,31.5931,-101.46317,8725,5,4,7,3,7,7,NA,NA,19.036
6,18,3,2010,31.58913,-101.42489,8532,5,3,7,3,8,8,NA,NA,32.952
6,18,3,2010,31.57067,-101.41243,8487,4,4,7,3,8,8,NA,NA,24.12
6,18,3,2010,31.57432,-101.40813,8500,4,5,7,3,8,8,NA,NA,31.888
6,18,3,2011,31.58177,-101.425,8530,5,3,7,3,7,7,NA,NA,27.724
6,18,3,2011,31.57869,-101.47193,8764,5,4,7,3,7,7,NA,NA,30.764
6,18,3,2011,31.5781,-101.42082,8530,5,4,7,3,8,8,NA,NA,28.208
6,18,3,2010,31.57501,-101.46766,8700,4,3,7,3,7,7,NA,NA,24.244
6,18,3,2011,31.54922,-101.44252,8585,4,4,7,3,7,7,NA,NA,30.608
6,18,3,2011,31.54897,-101.42127,8500,4,2,7,3,8,8,NA,NA,27.74933842
6,18,3,2011,31.5676,-101.46352,8650,5,3,7,3,7,7,NA,NA,27.824
6,18,3,2011,31.53065,-101.41378,8431,5,7,7,3,7,7,NA,NA,54.116
6,18,3,2011,31.54524,-101.41286,8410,4,2,7,3,8,8,NA,NA,14.80278957
6,18,3,2011,31.54554,-101.43835,8550,4,3,7,3,8,8,NA,NA,44.708
6,18,3,2011,31.62717,-101.4412,8281,5,4,7,3,7,7,NA,NA,24.276
6,18,3,2011,31.55285,-101.44246,10370,4,3,4,3,12,12,NA,NA,33.012
6,18,3,2011,31.53081,-101.42584,8465,4,5,7,3,8,8,NA,NA,66.024
6,18,3,2011,31.64753,-101.43226,8315,4,2,7,3,7,7,NA,NA,56.028
6,18,3,2011,31.62704,-101.43458,8314,4,4,7,3,7,7,NA,NA,35.9
6,18,3,2011,31.54109,-101.39595,8370,4,4,7,3,1,1,NA,NA,35.624
6,18,3,2011,31.61428,-101.40351,8144,4,4,7,1,NA,1,NA,NA,14.912
6,13,3,2011,31.52916,-101.52375,9958,2,5,7,5,1,2,682210,846972,23.452
6,13,3,2011,31.5342,-101.51575,10144,2,4,7,2,1,2,727700,836472,27.78
6,13,3,2011,31.53023,-101.5001,10130,2,5,1,5,1,2,539130,876120,58.35854761
6,18,3,2011,31.50161,-101.45585,8500,4,4,7,3,1,1,NA,NA,94.36
6,18,3,2011,31.6155,-101.43209,8362,4,2,7,3,1,1,NA,NA,56.828
6,27,3,2012,31.54188,-101.39231,8992,4,5,7,3,3,6,1215316,1049999,13.992
5,2,3,2012,31.48826,-101.62017,8025,4,4,7,3,4,4,465000,459668,21.94
5,2,3,2012,31.49176,-101.62127,8055,4,5,5,3,4,4,473000,547000,21.56
6,18,3,2012,31.62685,-101.44729,8295,5,2,7,3,1,1,NA,NA,40.632
6,27,3,2012,31.56379,-101.39971,8614,5,5,7,2,3,6,1260620,1036800,46.472
6,13,3,2012,31.53383,-101.47735,10054,7,4,1,5,1,2,503744,771498,7.836
6,18,3,2012,31.64411,-101.43121,8330,4,2,7,3,NA,1,NA,NA,33.152
5,2,3,2012,31.47793,-101.59965,10241,2,3,7,5,7,7,679250,760000,56.668
6,18,3,2012,31.53076,-101.42192,9745,4,5,7,5,1,1,NA,NA,84.096
6,18,3,2012,31.63757,-101.42883,8340,4,5,7,3,1,1,NA,NA,35.184
6,18,3,2012,31.65067,-101.41874,8270,4,6,7,3,1,1,NA,NA,126.068
6,18,3,2012,31.64264,-101.47006,8331,6,3,7,3,1,1,NA,NA,32.19555527
6,18,3,2012,31.61329,-101.4347,8240,4,2,7,3,1,1,NA,NA,55.5535446
6,18,3,2012,31.63968,-101.42151,8242,5,5,7,3,1,1,NA,NA,23.00821016
6,18,3,2012,31.64056,-101.41175,8210,5,6,7,3,1,1,NA,NA,47.04
6,13,3,2012,31.51177,-101.48887,9935,5,5,6,5,1,2,568000,970326,37.424
6,13,3,2012,31.53511,-101.48412,9950,5,3,6,5,1,2,602720,923076,33.536
6,13,3,2012,31.53831,-101.48093,9983,4,4,7,5,1,2,555880,906108,109.772
6,18,3,2012,31.63296,-101.43209,9870,4,2,6,5,1,1,NA,NA,24.508
6,18,3,2012,31.57472,-101.44217,9910,4,3,6,5,1,1,NA,NA,37.556
6,18,3,2012,31.61058,-101.40334,8150,4,5,7,1,1,1,NA,NA,25.484
6,27,3,2012,31.51949,-101.41753,9703,5,2,6,2,4,8,1360378,1311378,47.032
6,27,3,2012,31.52041,-101.42604,9678,5,5,7,3,3,6,1086554,951450,34.92
6,18,3,2012,31.61735,-101.43469,8233,4,5,7,3,1,1,NA,NA,53.61673798
3,27,4,2003,31.56046,-101.84707,8950,5,4,7,3,3,6,466630,206474,29.576
3,27,4,2003,31.60823,-101.80401,8805,6,4,7,1,3,6,473330,180000,28.968
3,27,4,2003,31.58556,-101.78767,8750,2,4,7,1,3,6,471200,206474,18.522
2,27,4,2003,31.55915,-101.95213,9305,5,4,7,3,3,8,470870,199292,29.3341376
2,27,4,2003,31.55556,-101.95141,9520,2,4,7,3,3,6,469940,202954,46.25148171
2,27,4,2003,31.5609,-101.94454,9313,5,5,7,3,3,8,471980,200342,27.11062516
2,27,4,2003,31.58419,-101.96039,9240,5,4,7,3,3,6,470700,196057,28.8424161
3,27,4,2004,31.5992,-101.82717,8890,4,7,5,3,3,6,473210,205103,23.713
3,27,4,2004,31.60298,-101.82832,8920,4,4,5,1,3,6,474721,207183,28.698
3,27,4,2004,31.59312,-101.82143,8881,2,3,5,3,3,6,473590,206350,28.074
2,13,4,2004,31.6432,-102.0466,10515,4,5,7,2,4,8,150700,284430,68.516
2,13,4,2004,31.6502,-102.049,10502,5,5,7,5,3,6,116000,294444,33.648
2,13,4,2004,31.6457,-102.052,10520,4,5,7,2,4,8,551000,291398,56.128
3,27,4,2004,31.61572,-101.8229,8830,6,4,5,1,3,6,472050,202652,55.32660624
2,27,4,2004,31.53072,-101.91047,9080,2,4,7,1,3,6,472150,202232,32.264
2,13,4,2004,31.6316,-102.0473,10500,5,5,7,2,4,8,190460,298768,54.99745852
2,13,4,2005,31.6513,-101.9777,10515,4,4,7,2,4,8,187351,293373,27.552
2,27,4,2006,31.54026,-102.07952,9455,4,4,7,3,3,6,470820,206468,28.94866663
2,27,4,2006,31.59182,-102.008,9289,2,4,7,3,3,6,470580,198104,30.184
2,10,4,2005,31.49799,-102.06553,10775,4,2,7,3,1,2,1208031.973,1246198.184,106.1477728
2,27,4,2006,31.53011,-101.94534,9614,4,4,7,3,6,12,523720,439552,41.41698122
2,13,4,2006,31.6271,-102.0502,10500,4,5,7,3,1,1,762680,832986,98.168
2,13,4,2006,31.6266,-102.0368,10405,5,2,7,3,1,2,854000,742140,111.2084996
2,13,4,2007,31.6221,-102.0397,10525,5,6,7,3,1,1,799762,118272,95.57577585
2,13,4,2007,31.6496,-102.0355,10599,5,5,7,1,1,1,800820,1072134,25.244
2,13,4,2006,31.6311,-102.0336,10545,5,5,7,1,1,1,801640,677796,69.67213496
2,13,4,2006,31.6331,-102.0253,10546,5,4,7,1,1,1,946180,848862,97.30476843
2,13,4,2007,31.6251,-102.0586,10406,4,5,7,3,1,1,800960,1136226,142.2787642
2,13,4,2006,31.6206,-102.0615,10410,5,5,7,3,1,1,947126,1318170,200.612
2,13,4,2006,31.6216,-102.0263,10514,5,2,7,3,1,1,850680,1288812,48.36600549
2,13,4,2006,31.6137,-102.0592,10407,4,5,7,3,1,1,950150,1310022,81.896
2,13,4,2006,31.49626,-102.10366,12554,4,6,7,5,1,1,351380,324534,34.5821022
2,10,4,2006,31.4935,-102.06845,10655,4,5,7,3,1,2,763000,926900,63.79352249
2,10,4,2006,31.50092,-102.08447,10675,4,6,7,3,1,2,790500,970250,65.876
2,10,4,2006,31.4915,-102.07673,10674,4,5,7,3,1,2,763000,922900,90.536
2,10,4,2006,31.49847,-102.07903,10662,4,6,7,3,1,2,788000,967900,99.872
2,10,4,2006,31.51054,-102.09198,10671,4,6,7,3,1,2,760500,956500,96.516
2,27,4,2007,31.59152,-102.02548,9203,6,4,5,1,3,6,476670,195443,32.056
2,28,4,2007,31.54646,-101.95725,10010,4,4,7,3,1,1,207348,569436,52.712
2,10,4,2007,31.50859,-102.09996,10680,4,6,NA,NA,1,2,741000,896390,72.612
2,27,4,2007,31.49181,-102.00748,10354,5,5,7,5,6,12,340492,356781,58.74358986
2,27,4,2007,31.49626,-102.04286,10767,4,2,7,5,5,10,317200,461702,50.01729324
2,28,4,2008,31.55595,-101.96478,10000,4,3,7,3,3,3,365875,446720,36.984
2,28,4,2008,31.55367,-101.95957,10035,4,4,7,3,3,3,365875,400250,39
2,28,4,2008,31.55523,-101.96911,10000,4,3,7,1,3,3,359875,405250,34.05661012
2,28,4,2008,31.55165,-101.96831,10011,4,4,7,1,3,3,365875,406000,19.3364338
2,10,4,2008,31.49252,-102.10353,10620,4,6,7,3,1,2,671000,790160,38.624
2,27,4,2008,31.52535,-101.9307,10010,4,4,7,3,7,14,837980,457584,26.32
2,27,4,2008,31.50219,-102.03612,10528,4,2,7,1,10,20,843089,848418,73.2
2,27,4,2008,31.49475,-101.99463,10540,5,5,7,3,8,16,849260,708296,46.4913173
2,27,4,2008,31.51474,-101.91452,8454,4,5,5,3,3,6,416707,154134,15.496
2,10,4,2008,31.50796,-102.08657,10500,4,6,7,3,1,2,696000,835500,56.34661404
2,17,4,2008,31.55119,-102.06958,10550,2,5,7,1,7,7,645000,528864,44.856
2,28,4,2008,31.56122,-101.97573,10050,4,5,7,3,5,5,221500,573000,58.388
2,28,4,2008,31.56316,-101.96728,10033,4,4,7,3,4,4,356750,1051000,26.56
2,5,4,2008,31.58401,-102.07149,10376,2,4,7,5,1,2,703547,630168,83.18
2,17,4,2008,31.55337,-102.08819,11000,2,5,1,1,1,1,NA,NA,67.91190947
2,5,4,2008,31.59411,-102.06164,10628,4,4,7,3,1,2,1303680,1054872,61.572
2,27,4,2008,31.5183,-101.91536,8468,4,4,5,3,3,6,479800,164013,32.132
2,5,4,2008,31.59116,-102.07379,10459,2,4,7,2,1,2,827900,778596,49.9394299
2,5,4,2008,31.58609,-102.06326,10605,5,4,7,3,1,2,1170400,891534,69.55067967
2,28,4,2008,31.56216,-101.97163,10013,4,4,7,3,3,3,356750,454500,36.436
2,28,4,2008,31.56399,-101.96371,10027,4,4,7,3,3,3,27500,410750,41.136
2,28,4,2008,31.56771,-101.9646,10033,4,4,7,3,3,3,356750,368000,36.356
2,28,4,2008,31.5596,-101.96643,9991,4,4,7,3,3,3,356750,454500,48.028
2,10,4,2009,31.49997,-102.05738,10670,5,5,7,3,1,2,585000,651482,82.47706427
2,2,4,2008,31.51928,-102.02449,10403,4,2,7,3,3,3,36500,546000,28.50589361
2,2,4,2009,31.52448,-102.03477,10316,4,4,7,3,3,3,418000,472500,37.07602193
2,27,4,2008,31.51676,-101.95502,10624,4,4,7,3,10,20,923020,988801,49.468
2,27,4,2008,31.49853,-101.97049,10658,4,5,7,3,8,16,883105,817606,34.36550187
2,3,4,2010,31.62561,-102.072,10300,2,4,7,3,1,2,6720000,685916,41.364
2,2,4,2008,31.51385,-102.03133,10081,4,2,7,1,3,3,36500,516000,36.45196917
2,10,4,2008,31.49899,-102.09245,10505,4,6,7,3,1,2,660000,816000,83.504
2,3,4,2010,31.63271,-102.07431,10110,5,4,7,3,6,12,720000,626940,5.68
2,28,4,2009,31.55044,-101.98988,10000,5,3,7,3,1,2,74000,138000,51.28691275
2,5,4,2010,31.59087,-102.0606,11327,4,5,1,2,9,9,818300,645011,37.424
2,10,4,2009,31.60367,-102.14444,10312,5,7,7,5,1,1,447474,938826,26.59581059
2,10,4,2009,31.61163,-102.16073,10226,2,4,7,5,1,1,430101,891129,46.908
2,10,4,2009,31.60762,-102.1282,10416,2,7,7,5,1,1,445720,912599,77.25084903
2,22,4,2010,31.58884,-101.97163,10312,2,4,7,2,1,1,802329,950838,43.112
2,10,4,2009,31.51367,-102.10995,10410,4,6,7,3,1,2,675000,827835,53.768
2,10,4,2009,31.50343,-102.08967,10539,4,6,7,3,1,2,660000,825783,67.692
2,25,4,2010,31.62739191,-102.0014106,11000,5,4,6,3,1,2,1256640,256952,118.884
2,25,4,2010,31.63445,-102.00351,11000,4,2,6,2,9,17,1673314,218931,163.868
2,25,4,2010,31.62804,-102.01465,10972,5,5,6,2,1,2,1219456.055,236954,69.34
2,17,4,2010,31.54825,-102.07773,10885,2,5,6,3,10,20,1030282,636238,68.288
2,17,4,2010,31.55121,-102.0348,10900,2,5,7,1,9,18,1053000,36291,81.38080816
2,17,4,2010,31.55133,-102.09619,10840,2,5,7,1,8,16,938079,1180146,73.564
