Subarea,Operator.Numeric,County.Numeric,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Depth.Total.Log,WB.Spacing.Proxy,SPBY.Spacing.Proxy,DeepestZoneNumeric,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Propant.Total.Log,Fluid...Total..lbs.,Fluid.Total.Log,EUR_o..Mstb.
E,2,3,2006,31.53877,-101.64531,8339,9.0286985841,20,40,7,2,2,123000,11.7199396344,365750,12.8097053189,31.58
D,27,1,2011,31.88806,-101.67531,10184,9.2285731402,Over 160,Over 160,1,4,8,1398631,14.151004459,1280860,14.0630422853,38.444
E,27,3,2005,31.46773,-101.71091,9270,9.1345386586,40,20,7,6,12,530458,13.1814960633,429998,12.9715358365,36.86935873
F,2,3,2003,31.64331,-101.55852,8300,9.0240107938,80,40,7,4,8,504000,13.1303315471,286770,12.5664357797,36.91160307
F,18,3,2010,31.57432,-101.40813,8500,9.0478214425,40,80,7,8,8,NA,NA,NA,NA,31.888
B,3,2,2011,31.67881,-102.10276,11375,9.3391732438,80,40,1,1,1,107600,11.5861759267,1351602,14.1168011135,5.083
B,27,4,2010,31.52225,-101.9687,10872,9.2939459558,20,80,1,4,8,1223170,14.0169564075,1253850,14.0417293758,89.88
F,4,1,2012,31.66753,-101.49968,10256,9.2356181792,80,Over 160,1,1,1,NA,NA,NA,NA,25.952
C,27,2,2006,31.79103,-101.94552,10508,9.2598921508,40,80,7,6,12,408780,12.920932393,530520,13.1816129366,71.968
D,13,1,2007,31.95298,-101.75386,10510,9.2600824639,80,80,1,4,4,799108,13.5912513846,546126,13.2106049973,44.02376458
E,2,3,2004,31.53486,-101.64796,8329,9.0274986799,40,40,7,2,2,360000,12.7938593104,367506,12.814494924,39.92984664
E,2,3,2008,31.47801,-101.66555,8212,9.0133517781,40,40,5,2,2,271750,12.512637805,208000,12.2452933587,47.16539174
F,2,3,2007,31.62445,-101.53523,8504,9.04829192,40,160,7,2,2,205522,12.2333083631,270791,12.5091025846,28.836
B,27,4,2012,31.51393,-101.97155,10888,9.2954165443,40,40,1,2,4,1512590,14.2293339712,1433526,14.1756477016,68.30228208
A,13,2,2003,31.75031,-102.00977,10300,9.2398991742,40,80,7,1,1,341850,12.7421273233,340998,12.7396318911,35.397
B,10,4,2007,31.50859,-102.09996,10680,9.2761281125,40,Over 160,#VALUE!,1,2,741000,13.5157559043,896390,13.7061308651,72.612
C,27,2,2011,31.79941,-101.95801,10709,9.2788397884,40,160,7,3,6,1127263,13.9353031287,969365,13.7843964969,52.44
F,27,3,2004,31.5498,-101.58232,8188,9.0104249468,80,40,5,3,6,471820,13.0643528359,199292,12.2025263649,50.176
A,27,2,2007,31.80201,-102.20502,10503,9.2594162096,40,Over 160,7,4,8,369480,12.8198518907,584673,13.2788079956,29.7
C,27,2,2012,31.83808,-101.95273,10803,9.2875791523,40,160,1,4,8,1423712,14.1687781033,1389341,14.144340092,56.772
F,4,1,2011,31.71173,-101.44339,9989,9.2092397665,80,160,1,8,9,703000,13.4631121708,1008,6.9157234486,29.444
D,4,1,2012,31.85376,-101.58113,10261,9.2361055799,80,160,1,1,2,940000,13.7536351542,1192478,13.9915440529,19.408
A,27,2,2006,31.87435,-102.05805,10285,9.2384418021,40,160,7,6,12,522980,13.1672985014,447122,13.010586767,56.73353027
C,27,2,2011,31.83431,-101.93788,10619,9.2704001284,80,20,6,4,8,1437820,14.1786386356,1274164,14.0578008352,94.432
B,28,4,2008,31.5596,-101.96643,9991,9.2094399667,40,40,7,3,3,356750,12.7847905353,454500,13.0269531926,48.028
C,13,2,2003,31.85797,-101.95072,10750,9.2826610336,80,20,7,1,1,241000,12.3925522125,219786,12.3004096247,56.57014461
F,18,3,2010,31.60748,-101.47582,8770,9.0790920854,40,Sub 20,7,8,8,NA,NA,NA,NA,32.252
B,3,2,2012,31.65588,-102.04129,11707,9.3679422325,40,40,1,1,1,130000,11.7752897294,189000,12.149502294,38.888
E,2,3,2012,31.47793,-101.59965,10241,9.2341545501,160,20,7,7,7,679250,13.4287445273,760000,13.5410737123,56.668
D,27,1,2011,31.85591,-101.71452,10406,9.2501378419,160,80,6,4,8,1302146,14.0795242306,1225372,14.0187550293,74.448
B,27,4,2011,31.52141,-101.986,10884,9.2950490999,40,80,1,3,6,1138269,13.9450192453,3920893,15.1818299919,60.44
B,27,4,2012,31.49269,-101.97111,10755,9.2831260417,20,80,1,3,6,1400091,14.1520477925,1276705,14.0597930981,66.716
A,27,2,2009,31.79952,-102.19981,10500,9.2591305361,40,Over 160,7,7,15,857919,13.6622649684,863123,13.668312486,39.612
A,2,2,2008,31.82661,-102.08886,10300,9.2398991742,160,40,7,6,12,582080,13.2743631743,497735,13.1178230859,29.636
D,27,1,2008,31.77082,-101.59428,10404,9.2499456266,40,160,1,4,9,257881,12.4602535172,473171,13.0672121243,62.13588059
C,27,2,2012,31.95324,-101.85144,10526,9.2616036659,160,20,7,3,6,995147,13.8106457439,1121640,13.930302458,87.08
F,13,3,2010,31.53124,-101.46404,10100,9.2202907028,40,40,1,1,2,814540,13.6103788157,1031347,13.8463762728,40.828
C,27,2,2011,31.79699,-101.95311,10697,9.2777186073,80,160,7,3,6,941476,13.7552041355,907353,13.7182868485,51.432
D,27,1,2011,31.95678,-101.70281,10232,9.2332753433,40,Over 160,1,3,6,1513148,14.2297028069,1317458,14.0912146803,107.0470321
B,2,4,2011,31.52391,-102.02159,10905,9.2969766786,80,80,7,8,8,774138,13.5595054313,838500,13.6393698602,56.68
C,13,2,2003,31.86433,-101.9524,10800,9.2873014131,40,Sub 20,7,1,1,403560,12.9080804545,304080,12.6250461037,32.36
B,27,4,2007,31.59152,-102.02548,9203,9.1272847968,Over 160,40,5,3,6,476670,13.0745797066,195443,12.1830240558,32.056
D,27,1,2012,31.91239,-101.68314,10562,9.2650179333,Over 160,Over 160,1,3,6,1348977,14.1148570854,1219954,14.0143237111,79.94
B,3,4,2012,31.62684,-102.07745,11400,9.3413686344,80,40,1,1,2,126000,11.7440371859,1511728,14.2287639254,13.24119333
D,5,1,2011,31.97805,-101.7447,11500,9.3501023144,,,#VALUE!,12,12,898544,13.7085309545,849450,13.6523443602,15.236
E,27,3,2005,31.48677,-101.67704,9221,9.1292387705,160,40,7,5,10,505520,13.1333428814,357311,12.78636183,72.9921932
A,10,2,2011,31.83699,-102.18537,11370,9.3387335867,80,80,1,1,1,849973,13.6529598633,1421574,14.1672752664,49.24
A,10,2,2011,31.85988,-102.14896,11105,9.3151507363,40,160,1,1,1,851126,13.6543154577,1565760,14.2638818871,105.98
A,12,2,2004,31.7719,-102.07991,10125,9.222762892,80,80,7,2,4,273000,12.5172270742,475000,13.071070083,56.3998334
E,2,3,2007,31.4547,-101.61865,8292,9.0230464736,40,40,7,2,2,123000,11.7199396344,364450,12.8061446468,23.78
A,13,2,2003,31.80806,-102.06962,10950,9.3010947352,80,80,1,1,1,371330,12.8248464341,297696,12.6038281106,41.692
B,25,2,2012,31.6533,-102.00592,12020,9.3943272081,80,40,1,1,1,304380,12.6260321998,405048,12.9117608576,286.748
B,5,2,2011,31.71384,-101.93991,11761,9.3725442519,40,40,1,11,11,1056441,13.8704162697,867836,13.6737580357,1.372
B,10,4,2012,31.52731,-102.13358,10681,9.2762217411,40,160,7,1,1,723275,13.4915447884,1136646,13.9435923786,57.84
A,27,2,2011,31.7607,-102.20104,10432,9.2526332842,40,160,7,3,6,1312915,14.0877604139,975840,13.7910539175,90.7
B,13,2,2003,31.71,-102.0196,10500,9.2591305361,80,40,7,4,8,210542,12.2574404371,283818,12.5560884666,34.95435561
D,2,1,2012,31.81294,-101.54123,10980,9.3038307151,,,#VALUE!,7,8,520437,13.1624241222,695008,13.4516786353,10.788
B,13,2,2004,31.693,-102.0273,10515,9.2605580881,160,80,7,4,8,170320,12.0454342996,295605,12.5967793827,43.268
D,13,2,2006,31.96385,-101.80206,10516,9.2606531858,160,Sub 20,1,1,1,362004,12.7994105405,535458,13.1908777344,23.49
C,27,2,2003,31.74105,-101.83669,8900,9.0938065557,80,40,7,3,8,473100,13.0670620616,181026,12.1063959463,48.98034099
B,27,4,2011,31.49217,-102.01876,10752,9.2828470628,40,80,1,3,6,1239630,14.030323506,1081580,13.893933493,61.92
A,27,2,2007,31.76434,-102.18843,10752,9.2828470628,,,7,4,8,110139,11.6094984834,316905,12.6663573234,37.03210804
F,14,1,2011,31.70137,-101.45425,10024,9.2127374966,,,#VALUE!,7,15,849500,13.6524032201,563500,13.2419226125,36.36439764
A,12,2,2009,31.76776,-102.06448,10089,9.2192010004,40,40,7,1,3,433600,12.9798777291,586200,13.2814163073,22.104
C,27,2,2011,31.95106,-101.82864,10446,9.253974409,80,40,6,3,6,1238775,14.0296335461,1408227,14.1578420243,73.664
C,27,2,2006,31.80842,-101.96577,10526,9.2616036659,40,40,7,6,12,667460,13.4112347424,451860,13.0211276763,27.448
E,2,3,2005,31.46671,-101.62439,8214,9.0135952945,40,20,7,2,2,100450,11.5174153702,383200,12.8563123251,20.16
A,14,2,2011,31.82971,-102.21763,10644,9.2727516321,160,80,7,1,1,644499,13.3762285498,931392,13.7444355203,34.168
F,18,3,2010,31.56388,-101.4551,8651,9.0654302002,80,40,7,8,8,NA,NA,NA,NA,12.89341834
F,14,1,2012,31.71186,-101.50558,10182,9.2283767345,,,#VALUE!,7,14,826000,13.6243500525,552000,13.2213033253,19.74
B,13,2,2011,31.70005,-102.02924,10715,9.2793999079,80,80,7,1,2,264370,12.4851049161,84504,11.3445541495,4.216
B,10,4,2011,31.61938,-102.1409,11550,9.3544407159,160,Sub 20,1,1,1,471000,13.062613373,951468,13.765761334,106.52
B,3,2,2010,31.69394,-102.07219,10175,9.2276890103,40,40,7,6,12,713000,13.4772366994,612920,13.3259897007,11.7
A,27,2,2011,31.87898,-102.01972,10929,9.2991750857,40,Sub 20,6,4,8,1411688,14.1602967094,1307592,14.0836978357,73.992
A,10,2,2011,31.8464,-102.193,11395,9.3409299417,80,40,1,1,1,735000,13.5076257782,1042944,13.8575580413,36.508
F,18,3,2012,31.61058,-101.40334,8150,9.0057732062,40,80,7,1,1,NA,NA,NA,NA,25.484
B,2,4,2010,31.533,-102.01528,10790,9.2863750583,40,80,1,3,3,643865,13.3752443558,436500,12.9865436543,53.86
E,27,3,2008,31.44429,-101.59783,8610,9.0606795974,80,40,7,6,12,782240,13.5699168778,398987,12.8966841139,22.748
F,18,1,2012,31.65633,-101.51698,8831,9.0860235375,Over 160,40,7,1,1,NA,NA,NA,NA,78.092
A,2,2,2008,31.77988,-102.17143,10249,9.2349354188,40,40,7,5,10,495179,13.1126745923,386704,12.8654148215,35.972
C,27,2,2003,31.802,-101.96354,10505,9.2596066133,40,40,7,5,10,390120,12.8742096631,380042,12.8480370519,15.96090849
D,5,2,2011,31.95453,-101.77674,10633,9.2717176517,40,20,6,4,4,296375,12.5993808234,560322,13.2362668975,14.964
D,13,1,2011,31.96223,-101.76108,10622,9.270682601,,,1,1,2,786080,13.5748138474,963942,13.7787864058,74.564
F,13,1,2011,31.69479,-101.53103,10622,9.270682601,80,160,4,1,2,1329888.027,14.1006053064,1118880,13.9278387429,36.92
A,27,2,2003,31.78,-101.9609,10500,9.2591305361,40,80,7,4,4,199940,12.2057726005,341483,12.7410531764,42.39503173
E,27,3,2010,31.54392,-101.75716,8598,9.0592848971,80,40,7,4,8,533560,13.1873268083,230832,12.3494454522,43.20116525
F,2,3,2006,31.63872,-101.56208,8215,9.0137170305,80,40,5,2,2,123000,11.7199396344,365500,12.8090215582,30.284
C,2,1,2006,31.77755,-101.77365,9882,9.1984701994,80,40,7,7,14,553160,13.2234025696,493325,13.108923465,29.40701198
B,17,4,2011,31.54126,-102.07544,10763,9.2838696053,40,80,7,8,16,728484,13.4987209414,780844,13.568130665,40.5
B,10,4,2012,31.52309,-102.11833,11465,9.3470541953,40,Over 160,1,1,1,891950,13.7011653562,1473948,14.203455073,137.532
D,14,1,2007,31.74169,-101.6067,8547,9.0533356232,80,160,7,4,4,584800,13.2790251874,633108,13.3583963027,20.072
C,27,2,2007,31.81951,-101.96856,10240,9.2340568986,40,80,7,6,12,406660,12.9157327345,426162,12.9625748347,33.04
A,20,2,2010,31.73556,-102.19671,10499,9.2590352935,40,160,6,1,1,831000,13.6303850738,1049664,13.8639806709,98.26
E,27,3,2005,31.5308,-101.6159,8160,9.006999448,80,40,5,3,6,470140,13.0607858017,186612,12.136786874,27.51995035
F,18,3,2011,31.54554,-101.43835,8550,9.0536865619,40,20,7,8,8,NA,NA,NA,NA,44.708
E,2,3,2007,31.4033,-101.6784,8350,9.0300168178,80,80,7,2,2,123000,11.7199396344,363594,12.8037931395,20.484
B,27,4,2010,31.64515,-102.03843,10921,9.2984428202,40,80,6,11,22,1281980,14.0639163157,1336650,14.1056770417,60.408
B,2,4,2010,31.52231,-102.02967,10898,9.2963345651,80,40,1,5,5,1306003,14.0824818859,770500,13.5547949337,56.358
F,2,3,2006,31.58157,-101.50855,8512,9.0492322116,40,80,7,2,2,172250,12.0567021889,507500,13.1372519899,33.50169037
A,2,2,2008,31.8212,-102.0958,10320,9.241839039,160,40,7,7,14,800820,13.5933914817,589657,13.2872962909,28.252
F,14,1,2011,31.68065,-101.43381,10088,9.2191018776,40,Over 160,1,7,14,888000,13.696727022,557000,13.2303205189,44.064
F,14,1,2012,31.71403,-101.49735,10068,9.2171173563,,,#VALUE!,7,14,839000,13.6399659854,564000,13.2428095305,23.02
B,10,4,2011,31.53259,-102.09487,11465,9.3470541953,80,Sub 20,1,1,1,993500,13.808989341,1534806,14.2439145467,164.402811
A,27,2,2008,31.77192,-102.20403,10746,9.2822888713,,,7,5,10,295300,12.5957470677,408076,12.9192087105,16.99490709
B,10,4,2011,31.56336,-102.10938,10693,9.2773446008,160,80,7,1,1,732500,13.5042186199,1141690.184,13.9480203399,59.452
E,2,3,2005,31.50804,-101.666,8360,9.0312137061,40,80,7,2,2,100450,11.5174153702,383200,12.8563123251,17.676
E,2,3,2005,31.42852,-101.6502,8202,9.012133306,40,Sub 20,7,2,2,100450,11.5174153702,383200,12.8563123251,32.44123301
F,18,3,2008,31.59629,-101.42903,8707,9.0718825788,40,20,7,NA,5,NA,NA,NA,NA,20.288
D,14,1,2010,31.7382,-101.61949,10856,9.2924732015,80,160,4,8,16,884000,13.6922123416,778000,13.5644818032,36.072
B,23,4,2012,31.492,-102.04581,10932,9.299449547,40,160,1,1,2,516900,13.1556047112,395200,12.8871472449,77.016
F,2,3,2006,31.62241,-101.56096,8182,9.0096918985,40,40,7,2,2,123000,11.7199396344,365500,12.8090215582,18.384
C,27,2,2011,31.91579,-101.83796,10626,9.271059107,80,20,6,3,6,1020569,13.8358708729,840142,13.6413262042,60.336
B,2,4,2008,31.51928,-102.02449,10403,9.2498495051,40,160,7,3,3,36500,10.5050675396,546000,13.2103742547,28.50589361
B,5,4,2010,31.59087,-102.0606,11327,9.3349445352,40,80,1,9,9,818300,13.6149842965,645011,13.3770226499,37.424
C,27,2,2004,31.93425,-101.83609,9397,9.1481457684,80,20,7,3,6,388238,12.8693738326,304923,12.6278145647,46.456
D,6,1,2011,31.86062,-101.7288,10880,9.2946815204,40,40,1,1,1,623671,13.3433782647,735000,13.5076257782,185.44
A,12,2,2008,31.83922,-102.08248,10143,9.2245390914,80,160,7,1,2,478000,13.0773660115,517000,13.1557981535,33.5106793
E,2,3,2007,31.47588,-101.69134,8412,9.0374145368,80,20,7,2,2,474289,13.0695721195,268624,12.5010679113,33.73002076
A,5,2,2011,31.753,-102.04641,11195,9.323222529,40,40,1,10,10,1064281,13.8778100118,809681,13.6043956219,9.188
F,18,3,2009,31.55643,-101.43818,8532,9.0515790796,80,20,7,8,8,NA,NA,NA,NA,44.296
B,13,2,2007,31.6567,-102.0378,10604,9.2689865674,40,40,7,1,1,800581,13.5930929931,1046220,13.8606942265,82.8613699
E,27,3,2008,31.53483,-101.73183,8564,9.0553226497,80,40,5,4,8,584747,13.278934554,228308,12.3384508735,33.728
C,20,2,2009,31.89466,-101.91771,10672,9.2753787682,40,80,7,1,2,996000,13.8115025366,1194000,13.9928195729,66.556
F,13,3,2010,31.53287,-101.55439,8480,9.0454657288,160,80,7,1,2,1253728.027,14.0416320923,974232,13.7894047473,26.412
A,5,2,2010,31.75393,-102.04231,11250,9.3281234076,40,80,1,10,10,896780,13.706565849,799722,13.5920194463,8.092
A,12,2,2009,31.84703,-102.04974,10155,9.225721474,40,80,7,1,3,451000,13.0192226185,545000,13.2085410736,43.372
C,2,1,2008,31.71538,-101.76703,9876,9.1978628505,80,40,7,7,14,648070,13.3817539942,696928,13.4544373846,25.4251233
C,29,2,2010,31.92395,-101.82149,10600,9.2686092801,160,20,1,3,5,486000,13.0939639029,753318,13.5322427284,63.75034099
A,13,2,2006,31.7121,-102.091,10615,9.2700233741,40,80,6,1,1,598760,13.302616129,634452,13.3605169132,49.28139875
D,27,1,2011,31.97912,-101.70475,10401,9.2496572344,80,160,6,3,6,1353425,14.1181489746,1533212.367,14.2428756786,23.042
E,2,3,2006,31.54104,-101.65438,8359,9.0310940817,40,40,7,2,2,123000,11.7199396344,353400,12.7753558389,27.748
A,13,2,2012,31.80908,-102.22015,11350,9.3369730229,40,Over 160,1,1,2,798120,13.5900142411,943152,13.7569827363,54.692
A,9,2,2006,31.82209,-102.02402,9960,9.2063323506,80,160,7,8,8,1036124,13.8509973858,1304488,14.0813211846,54.64
E,2,3,2003,31.45611,-101.65859,8200,9.0118894333,40,40,7,1,1,135000,11.8130300574,90365,11.4116123033,39.324
B,13,2,2004,31.7225,-101.9655,10510,9.2600824639,40,40,7,3,6,175460,12.0751663757,222985,12.3148597836,17.58
E,27,3,2006,31.60448,-101.65667,8355,9.030615441,160,40,5,3,6,470360,13.0612536379,203060,12.2212567809,42.556
D,27,1,2009,31.77052,-101.6114,10488,9.2579870254,40,40,6,5,13,516840,13.1554886278,520460,13.1624683149,16.288
B,17,4,2011,31.54673,-102.11313,10896,9.2961510284,40,80,7,8,16,778358,13.5649418516,563586,13.2420752184,63.59055022
E,2,3,2004,31.52338,-101.63121,8337,9.0284587184,40,40,7,2,2,350000,12.7656884335,220506,12.3036801844,23.852
A,27,2,2012,31.89295,-102.01074,11236,9.3268781882,40,Sub 20,1,5,10,1528015,14.2394800654,1407711,14.157475539,133.616
E,27,3,2007,31.57805,-101.63961,8307,9.0248538118,160,40,7,3,6,486860,13.0957318864,184506,12.1254372623,23.532
A,13,2,2003,31.80695,-102.04137,11000,9.3056505518,40,40,7,1,1,284200,12.5574334946,320628,12.6780368516,51.36853882
B,2,4,2008,31.51385,-102.03133,10081,9.2184077431,40,160,7,3,3,36500,10.5050675396,516000,13.1538620445,36.45196917
F,18,3,2010,31.57422,-101.39962,8417,9.0380087492,40,Over 160,7,8,8,NA,NA,NA,NA,36.188
E,2,3,2008,31.51162,-101.66719,8298,9.0237698009,40,40,7,2,2,293100,12.5882691267,242240,12.3976842492,19.328
F,27,3,2012,31.56379,-101.39971,8614,9.0611440656,80,80,7,3,6,1260620,14.0471142214,1036800,13.8516496046,46.472
E,27,3,2010,31.52989,-101.74538,10705,9.278466201,40,20,6,10,20,999885,13.8153955514,1151228,13.9563397567,41.48374654
A,13,2,2004,31.80361,-102.04028,10100,9.2202907028,40,80,7,1,1,452250,13.0219904033,366408,12.8115027456,31.45750307
E,27,3,2003,31.62843,-101.74845,8590,9.058354015,Over 160,40,5,3,6,668600,13.412941253,196946,12.1906848585,26.152
D,2,1,2011,31.82961,-101.55073,10848,9.2917360102,40,80,4,5,6,533788,13.1877540354,617300,13.3331104084,53.116
D,3,2,2010,31.94021,-101.80586,10506,9.2597018015,40,20,6,1,2,559956,13.2356134882,59240,10.9893522684,25.856
E,27,3,2003,31.53781,-101.6181,8210,9.0131082024,80,40,5,3,8,468860,13.0580594954,201980,12.2159239616,29.088
B,13,2,2003,31.69204,-101.99936,10500,9.2591305361,40,160,7,4,7,293688,12.5902732583,352536,12.7729080237,75.676
B,10,4,2010,31.51556,-102.10229,10590,9.2676654386,80,Over 160,7,1,2,892500,13.7017817926,18000,9.7981270369,93.748
C,13,2,2008,31.85843,-101.96404,10947,9.3008207251,40,20,1,1,2,800960,13.5935662872,789222,13.5788029291,29.731
E,2,3,2006,31.53222,-101.63673,8334,9.028098812,20,20,7,2,2,676500,13.4246877266,365750,12.8097053189,16.568
C,27,2,2011,31.83718,-101.92557,10745,9.2821958091,40,20,6,4,8,930948,13.7439587008,708488,13.4708884008,87.176
B,17,4,2011,31.56052,-102.0767,10885,9.2951409737,80,80,7,5,10,573320,13.259199304,557016,13.2303492438,47.492
E,2,3,2006,31.43181,-101.65224,8210,9.0131082024,40,40,7,2,2,104941,11.5611535665,393965,12.8840173518,29.852
E,2,3,2004,31.51931,-101.68288,8418,9.0381275493,40,40,7,2,2,360000,12.7938593104,367506,12.814494924,32.723344
B,17,4,2010,31.55133,-102.09619,10840,9.290998275,160,80,7,8,16,938079,13.7515894462,1180146,13.9811487176,73.564
A,10,2,2012,31.84901,-102.1662,11110,9.3156008826,40,40,1,1,1,846000,13.6482746386,1353282,14.1180433112,84.272
E,27,3,2012,31.52189,-101.73661,10615,9.2700233741,80,Sub 20,6,3,6,883655,13.691821994,859969,13.6646516211,29.30455739
B,27,4,2011,31.50995,-102.00983,10882,9.294865327,80,160,1,3,6,1080119,13.8925817782,1009694,13.8251578726,35.784
C,27,2,2012,31.83539,-101.96525,11175,9.3214344195,40,160,1,3,6,1376898,14.1353437009,1445226,14.1837762687,131.848
A,11,2,2012,31.86447,-102.01949,11510,9.3509715017,160,Sub 20,1,1,1,970400,13.7854636366,897120,13.7069449114,164.344
F,27,1,2008,31.68763,-101.61187,8338,9.0285786584,80,40,5,4,8,580155,13.2710505882,223988,12.319347758,22.828
A,13,2,2003,31.78964,-102.17907,11000,9.3056505518,80,80,7,1,1,392150,12.8793996986,367584,12.8147071429,55.27195048
A,13,2,2004,31.78981,-102.06841,10765,9.2840554098,80,40,7,1,1,325190,12.6921649059,329532,12.7054287451,69.96060032
D,27,1,2012,31.9998,-101.65399,10178,9.2279838071,80,160,#VALUE!,3,6,1375887,14.134609172,1236605,14.0278802794,94.26
B,13,2,2007,31.70324,-101.99955,10865,9.2933018927,40,160,7,1,1,500122,13.1226073476,732564,13.5043059881,72.94253599
E,2,3,2007,31.46904,-101.61579,8062,8.9949169437,20,20,7,2,2,123000,11.7199396344,363594,12.8037931395,10.67964234
B,27,4,2003,31.5609,-101.94454,9313,9.1391665525,80,80,7,3,8,471980,13.0646918908,200342,12.2077811851,27.11062516
A,13,2,2006,31.77891,-102.06478,10849,9.2918281888,80,40,7,1,1,613250,13.3265279621,665322,13.408026413,43.964
E,27,3,2003,31.60893,-101.75121,8690,9.0699282183,160,40,7,3,8,470980,13.0625709093,200760,12.2098654438,45.448
B,28,4,2008,31.55367,-101.95957,10035,9.2138342612,40,40,7,3,3,365875,12.810047024,400250,12.8998446309,39
A,2,2,2008,31.72217,-102.20576,10092,9.2194983098,80,40,7,7,14,680379,13.4304052748,629151,13.3521265705,56.996
F,14,1,2011,31.68975,-101.44101,10085,9.2188044504,40,Over 160,1,7,14,800000,13.5923670067,645000,13.3770055958,41.33660355
A,27,2,2012,31.76297,-102.1924,10497,9.258844781,40,80,7,3,6,1197571,13.9958058967,1349339,14.1151254009,28.744
B,3,2,2010,31.6799,-102.01884,10415,9.2510023537,160,40,7,6,12,783000,13.570887975,1011990,13.8274292474,10.352
B,10,4,2010,31.52919,-102.12475,10563,9.2651126078,40,Over 160,7,1,2,673200,13.4197977413,14500,9.5819039284,71.148
C,27,2,2006,31.85266,-101.97081,10380,9.2476361567,40,160,7,6,12,405820,12.9136649905,466099,13.0521533369,37.752
A,10,2,2011,31.85225,-102.1671,10990,9.3047410474,40,40,1,1,1,956000,13.770513192,1533924,14.243339716,68.68
E,27,3,2008,31.44557,-101.58996,8600,9.0595174822,80,40,7,6,12,713091,13.477364321,478754,13.0789421745,30.744
A,13,2,2005,31.8385,-101.9844,10530,9.2619836051,80,80,7,6,12,422040,12.9528553753,459354,13.0375764336,21.948
C,13,2,2009,31.86993,-101.96326,10890,9.2956002159,80,Sub 20,1,1,2,597980,13.3013125876,738906,13.5129259929,49.59876072
E,2,3,2005,31.52521,-101.65785,8314,9.0256961198,40,40,7,2,2,100450,11.5174153702,383200,12.8563123251,29.104
E,2,3,2007,31.47884,-101.63051,8112,9.0010997258,40,80,7,2,2,293100,12.5882691267,240240,12.3893937027,19.898
F,19,1,2011,31.67198,-101.49734,10373,9.2469615554,80,160,3,5,9,1167000,13.9699469113,2031500,14.5242849944,152.468
E,2,3,2007,31.53085,-101.68287,8309,9.0250945437,40,40,7,2,2,293100,12.5882691267,337020,12.7278975548,37.668
B,13,4,2006,31.6331,-102.0253,10546,9.2635019201,80,40,7,1,1,946180,13.7601881048,848862,13.6516519079,97.30476843
D,4,1,2012,31.80143,-101.56103,10236,9.2336661973,,,#VALUE!,1,2,175000,12.0725412529,1344942,14.1118614474,82.908
D,11,1,2012,31.81841,-101.56479,10615,9.2700233741,160,Over 160,#VALUE!,1,1,809068,13.6036382469,907368,13.71830338,27.64
F,18,3,2008,31.56718,-101.42522,8715,9.072800958,40,20,7,NA,7,NA,NA,NA,NA,49.432
B,25,4,2012,31.63613,-101.91497,11606,9.3592774848,80,40,1,1,1,876280,13.6834409535,989142,13.8045931797,101.464
A,13,2,2006,31.78545,-102.19527,10713,9.2792132363,80,160,7,1,1,600100,13.304851587,579726,13.2703108571,20.72
B,16,4,2011,31.54724,-102.1308,10554,9.264260214,80,40,7,1,1,978413,13.7936871503,1211154,14.0070841821,106.628
A,27,2,2007,31.79489,-102.20301,10510,9.2600824639,80,Over 160,7,7,14,405560,12.9130241071,711813,13.4755705154,32.612
A,13,2,2006,31.71644,-102.08857,10609,9.2694579765,40,80,6,1,1,538660,13.1968398531,13294,9.4950680846,32.14
D,27,1,2011,31.83816,-101.59794,10152,9.2254260094,40,Over 160,#VALUE!,4,8,1451372,14.1880198739,1519371,14.2338069914,113.672
F,13,3,2010,31.53491,-101.46822,10115,9.2217747496,160,40,1,1,2,1234463.945,14.0261473812,1123794,13.9322210186,60.988
B,10,4,2009,31.61163,-102.16073,10226,9.2326887756,160,40,7,1,1,430101,12.9717753438,891129,13.7002444771,46.908
A,12,2,2011,31.84726,-102.04626,10140,9.2242432771,40,40,7,1,3,500000,13.1223633774,545500,13.2094580843,34.888
D,27,1,2009,31.97545,-101.66831,9996,9.209940292,40,Over 160,7,6,12,449794,13.0165449792,878409,13.6858675956,55.764
E,27,3,2006,31.55037,-101.76306,8670,9.0676240698,40,40,7,3,6,416800,12.9403617694,180090,12.1012120049,38.7437565
F,14,1,2011,31.72947,-101.44898,10092,9.2194983098,40,Over 160,6,5,10,627000,13.3487018196,529000,13.1787437108,23.62
D,4,1,2008,31.9583,-101.69382,10500,9.2591305361,80,Over 160,6,8,16,413900,12.9333796777,547689,13.2134628866,66.2739258
B,13,4,2004,31.6502,-102.049,10502,9.2593209942,80,80,7,3,6,116000,11.6613454701,294444,12.5928441112,33.648
E,27,3,2004,31.58082,-101.72859,8615,9.061260149,160,40,7,3,6,471060,13.0627407534,200636,12.2092476,32.49670036
E,2,3,2005,31.51191,-101.63203,8283,9.0219605006,40,40,7,2,2,100450,11.5174153702,383200,12.8563123251,18.928
B,10,4,2011,31.53152,-102.11636,10584,9.2670987058,40,Over 160,7,1,1,735000,13.5076257782,1092651,13.9041174115,60.584
E,2,3,2007,31.51335,-101.67661,8350,9.0300168178,40,40,7,2,2,293100,12.5882691267,337020,12.7278975548,37.62
