@relation 'well_data2-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.StringToNominal-R7,8-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R12-15-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R30,32'

@attribute Subarea {B,A,C,E,D,F}
@attribute County {MIDLAND,UPTON,REAGAN,GLASSCOCK}
@attribute Completion.Year numeric
@attribute Surface.Latitude numeric
@attribute Surface.Longitude numeric
@attribute WB.Spacing.Proxy {160,80,'Over 160',40,20,'Sub 20'}
@attribute SPBY.Spacing.Proxy {40,80,20,160,'Sub 20','Over 160'}
@attribute Deepest_Zone {WFMP,STRAWN,ATOKA,SPBR_L,WOOD,SIL_DEV,MISS,FUSS}
@attribute Top_Zone {WFMP,SPBR_U,CLFK,SPBR_L,STRAWN}
@attribute Frac.Stages numeric
@attribute Proppant...Total..lbs. numeric
@attribute Fluid...Total..lbs. numeric
@attribute CLFK..KHW. numeric
@attribute U_SPBR..KHW. numeric
@attribute L_SPBR..KHW. numeric
@attribute WFMP..KHW. numeric
@attribute WFMP_L..KHW. numeric
@attribute WFMP_ATB..KH numeric
@attribute CLINE..KHW. numeric
@attribute STRN..KHW. numeric
@attribute ATOK..KHW. numeric
@attribute BEND..KHW. numeric
@attribute ATOKA_L..KHW numeric
@attribute MPLM..KHW. numeric
@attribute WDFD..KHW. numeric
@attribute DVNN..KHW. numeric
@attribute Number numeric
@attribute Depth.Top numeric
@attribute Depth.Base numeric
@attribute Fluid.Type {A,W,X-LINKGEL,GEL,FLUD,F,WTR,G,O,FRAC,SLKW}
@attribute Propping.Agent.Type {undefined,SAND,CER,SANDCER,RCSD,SANDRCSD}
@attribute Injection.Rate numeric
@attribute Additive {HCL,GELA,SCIN,XLNK,FECL,SFAC,WGEL,WPLY,PFCL,FRDC,NEFE,GLST,KCL,CACL,BIOC,ACET,BRKR,ACIN,CRIN,NECL}
@attribute Mesh.Size {20/40,'20/40 & 16/3',16/30,20/20,30/70,'20 /40',40/70,20/04,30/50,18/40,20/50,MIXED}
@attribute EUR_o..Mstb. numeric

@data
B,MIDLAND,2003,31.7186,-101.9822,40,160,WFMP,SPBR_U,5,250780,301069,6697,7553,8131,9098,9498,9876,10527.3,10809.25,10977.47,11016.37,11240.55,11892.06,12037.29,12083.06,10,10113,10379,W,SAND,?,GELA,?,61.440998
A,MIDLAND,2003,31.7036,-102.1107,160,40,STRAWN,SPBR_U,5,301870,356635,6935,7773,8314,9206,9545,9981,10273,10237.08,10491.41,10611.72,10733.93,11624.12,11836.4,11935.26,9,10194,10267,GEL,SAND,?,?,?,26.874749
B,MIDLAND,2003,31.6883,-102.0792,80,80,WFMP,SPBR_U,5,270589,331655,6910,7759,8354,9269,9597,10012,10417.06,10557.56,10837.72,10826.01,11083.96,11852.74,12034.59,12117.28,9,10165,10300,W,SAND,?,GELA,?,42.604159
E,REAGAN,2003,31.46918,-101.63631,40,20,WFMP,SPBR_U,1,290080,138440,5356.38,6314.22,6878.13,7879.21,8206.37,8557.06,9763,10101.67,10205.29,?,10411.75,10545.74,10691.36,10729.71,1,6327,7992,GEL,SAND,?,?,20/40,17.685
C,MIDLAND,2003,31.74117,-101.86813,160,40,WFMP,SPBR_U,3,472700,197620,6403,7276,7861,8857,9222.68,9557.15,10371.78,10613.43,10762.31,10843.88,11020.19,11410.9,11641.38,11677.52,7,7302,7471,A,undefined,32,HCL,?,19.403876
C,MIDLAND,2003,31.74105,-101.83669,80,40,WFMP,SPBR_U,3,473100,181026,6272.33,7171,7745,8745.77,9068.22,9270.07,10280.29,10528.64,10673.34,10724.54,10902.93,11278.68,11479.32,11561.45,8,7195,7371,A,undefined,?,HCL,?,48.980341
B,MIDLAND,2003,31.72532,-101.96883,40,80,WFMP,SPBR_U,4,255165,244734,6676,7521,8115,9119,9482,9892,10466.58,10787.93,10953.03,10977.49,11227.46,11844.56,12001.99,12049.82,8,9645,9924,W,SAND,?,GELA,?,34.02
C,MIDLAND,2003,31.92875,-101.84348,20,20,WFMP,CLFK,4,488719,278650,6147,7085,7662,8659,8925,9263,9934.46,10307.87,10450.37,10453.53,10556.97,10911.97,11110.7,11193.81,9,9120,9130,F,SAND,?,?,20/40,52.728
E,REAGAN,2003,31.45166,-101.68412,160,40,WFMP,SPBR_U,1,290310,153212,5539.34,6483.32,7053.96,8044.87,8363.97,8656.96,9907.11,10246.73,10367.62,10430.21,10577.48,10792.84,10928.16,10964.68,1,6494,8154,GEL,SAND,?,GELA,20/40,22.301267
A,MIDLAND,2003,31.7466,-101.9916,80,80,WFMP,SPBR_L,4,172588,293156,6672,7505,8103,9124,9485,9908,10452.17,10766.11,10923.97,11010.5,11270.72,11720.44,11912.21,11962.09,8,10124,10303,GEL,SAND,?,?,?,37.418514
A,MIDLAND,2003,31.7462,-102.027,80,160,WFMP,SPBR_U,5,260479,323611,6783,7644,8222,9201,9552,9974,10487.75,10728.17,10841.9,11047.23,11319.19,11821.83,12017.87,12034.07,10,10178,10365,W,SAND,?,GELA,?,53.92
A,MIDLAND,2003,31.801,-102.0172,80,80,WFMP,SPBR_L,3,155899,225837,6737,7633,8190,9192,9525,10021,10381,10673.61,10806.54,10931.27,11170.75,11658.27,11870.21,11968.99,6,9774,9934,GEL,SAND,?,?,?,21.751252
E,GLASSCOCK,2003,31.65428,-101.6588,80,40,WFMP,SPBR_U,3,470300,203685,5544,6604,7163,8184,8470.36,8917.12,9907.24,10241.4,10365.25,10455.57,10577.12,10771.5,10926.3,10975.57,8,6624,6789,A,undefined,34,HCL,?,29.451065
E,GLASSCOCK,2003,31.67106,-101.68159,80,40,WFMP,SPBR_L,2,335820,149870,5691,6686,7245,8267,8524.7,8980.57,9956.08,10289.24,10413.24,10511.71,10691.05,10836.67,10993.99,11046.85,5,7410,7734,A,undefined,?,SCIN,?,24.156
F,GLASSCOCK,2003,31.65389,-101.62808,80,40,WFMP,SPBR_U,3,472820,203996,5404,6507,7064,8092,8390.28,8813.81,9836.58,10157.58,10288.63,10383.75,10442.59,10677.06,10826.65,10877.01,8,6504,6843,A,undefined,?,HCL,?,42.256
E,REAGAN,2003,31.47368,-101.73479,160,80,WFMP,CLFK,5,507061,356901,5735,6634.99,7217.87,8206.38,8527.6,8845.82,9967.35,10366.09,10487.26,10431.24,10652.62,10921.56,11044.33,11091.72,10,9080,9090,GEL,SAND,18,?,20/40,25.76
E,REAGAN,2003,31.46127,-101.72219,80,20,WFMP,SPBR_U,3,471451,204202,5658.11,6575.8,7153.44,8141.68,8456.69,8746.35,9935.39,10294.78,10435.23,10464.19,10617.75,10850.68,10974.34,11015.2,8,6580,6750,A,undefined,30,HCL,?,33.312
E,REAGAN,2003,31.59868,-101.73058,'Over 160',40,WFMP,CLFK,3,473380,138854,5828.1,6726,7299,8309,8614.4,8994.34,10015.64,10392.81,10517.05,10524.52,10738.02,11000.22,11147.5,11196.25,8,6732,6926,A,undefined,28,HCL,?,37.176
E,REAGAN,2003,31.58893,-101.70911,'Over 160',40,WFMP,CLFK,3,472120,190354,5816,6722.95,7293.06,8308.53,8614.94,8972.02,10025.91,10415.03,10521.69,10551.38,10757.99,10967.49,11119.51,11167.36,7,6722,6803,A,undefined,30,HCL,?,31.38
D,MIDLAND,2003,31.93618,-101.80517,40,20,WFMP,CLFK,4,490430,275319,5943,6999,7536,8476,8792,9078.3,9906.13,10234.2,10362.02,10383.7,10410.91,10716.23,10986.53,11055.18,8,8980,8990,X-LINKGEL,SAND,?,?,20/40,28.908
E,REAGAN,2003,31.43175,-101.63797,40,40,WFMP,SPBR_U,1,290560,149834,5295.33,6269.49,6835.37,7822.46,8214.8,8500.57,9790.96,10102.68,10212.86,?,10399.55,10597.92,10738.28,10763.62,1,6270,7940,GEL,SAND,?,?,20/40,44.397086
A,MIDLAND,2003,31.7199,-102.0585,40,40,WFMP,SPBR_U,5,277400,334328,6817,7702,8253,9198,9549,9800,10387.19,10599.02,10798.4,10878.51,11170.13,11835.37,12026.38,12092.16,9,10127,10242,GEL,SAND,?,?,?,40.888
A,MIDLAND,2003,31.78964,-102.17907,80,80,WFMP,SPBR_U,1,392150,367584,7185,8023.35,8596,9407.25,9860.49,9962.14,10332,10688.15,10839.58,11154.53,11297.69,11687.45,11925.87,12042.55,1,8034,10363,W,SAND,?,?,?,55.27195
A,MIDLAND,2003,31.79229,-102.02351,40,160,WFMP,CLFK,1,39200,155500,6766.08,7652,8198.81,9190,9511.25,9980.01,10394.29,10640.5,10829.33,10929.2,11175.58,11676.28,11884.84,11983.86,2,7661,10105,GEL,SAND,?,GELA,?,37.467
C,MIDLAND,2003,31.80377,-101.95493,40,160,WFMP,SPBR_U,4,507220,291226,6592,7448,8005,9024,9354,9742.59,10351,10596.24,10755.84,10824.86,11021.71,11354.25,11630.81,11714.84,8,7476,7645,GEL,SAND,?,?,20/40,25.852622
A,MIDLAND,2003,31.794,-102.0149,80,80,WFMP,SPBR_L,4,170985,292313,6766,7651,8216,9228,9554,9844,10412,10665.7,10806.09,10920.98,11177.75,11662.02,11868.32,11973.8,7,8355,8829,GEL,SAND,?,?,?,20.972
E,REAGAN,2003,31.61864,-101.64783,160,40,WFMP,SPBR_U,3,472920,192976,5537,6578.36,7124,8148.34,8444.79,8808.48,9881.39,10246.15,10364.54,10441.57,10558.87,10764.83,10911.62,10954.59,6,6594,6942,X-LINKGEL,SAND,?,?,20/40,42.688
F,REAGAN,2003,31.63724,-101.63155,160,40,WFMP,SPBR_U,3,471410,145309,5450,6505,7098,8103,8404.19,8817.82,9856.03,10188.43,10320.77,10400.57,10500.7,10713.09,10858.88,10903.82,6,7916,8184,X-LINKGEL,SAND,?,XLNK,20/40,23.428
B,MIDLAND,2003,31.6681,-102.0372,160,80,WFMP,SPBR_U,5,261469,326264,6835,7715,8285,9216,9584,9850,10498.07,10847.7,11013.13,10969.09,11182.07,11981.64,12119.16,12195.24,10,10102,10221,GEL,SAND,?,?,?,46.213273
E,REAGAN,2003,31.52899,-101.6904,20,40,SPBR_L,CLFK,1,290680,134832,5715.89,6627.63,7199.29,8219.08,8488.89,8811.44,9949.27,10367.09,10412.9,10457.87,10657.47,10838.37,10971.52,11017.95,1,6625,6806,GEL,SAND,?,?,?,36.781231
C,MIDLAND,2003,31.80119,-101.94986,80,80,WFMP,SPBR_L,5,462698,369788,6551,7429.94,7979.35,8994,9327,9697.17,10328,10581.03,10742.78,10815.96,11012.17,11338.28,11617.81,11696.8,12,9678,9688,GEL,SAND,31,GELA,20/40,26.4944
E,REAGAN,2003,31.42677,-101.64079,40,20,WFMP,SPBR_U,1,290310,153212,5318.37,6275.6,6839.89,7831.24,8213.9,8492.89,9797.58,10119.09,10230.38,?,10403.68,10627.63,10767.53,10793.97,1,6278,8034,GEL,SAND,?,GELA,20/40,40.66574
A,MIDLAND,2003,31.7735,-102.15182,40,40,WFMP,CLFK,1,308600,358260,7145,7965.83,8554.61,9434,9778.69,10071,10339,10671.96,10830.47,11096.61,11111.64,11518.45,11729.24,11842.05,1,7968,10379,W,SAND,?,?,20/40,74.076
D,GLASSCOCK,2003,31.71259,-101.71632,40,40,WFMP,CLFK,3,471030,188309,5767,6824,7383,8384,8645.26,9069.25,10012.76,10329.78,10474.25,10560.65,10708.1,10946.22,11084.91,11153.86,6,6826,7201,X-LINKGEL,SAND,?,?,20/40,55.657077
D,GLASSCOCK,2003,31.71988,-101.71456,80,20,WFMP,SPBR_U,3,471910,203529,5792,6806,7363,8380,8644.63,9024.64,10003.75,10319.78,10464.22,10553.93,10695.7,10931.85,11070.67,11140.54,7,6815,6992,X-LINKGEL,SAND,?,?,20/40,37.975705
C,MIDLAND,2003,31.72485,-101.84168,160,40,WFMP,CLFK,3,472170,210628,6289,7164,7736,8747,9056.2,9429.34,10273.48,10518,10677.21,10725.31,10888.11,11268.65,11480.37,11557.49,6,7167,7373,X-LINKGEL,SAND,?,?,20/40,42.128
B,MIDLAND,2003,31.73403,-101.96426,80,160,WFMP,SPBR_U,4,304342,295928,6648,7515.08,8135.53,9101.76,9438.13,9923.5,10465.62,10779.77,10936.5,10975.87,11226.88,11800.88,11975.32,12025.26,10,10107,10301,W,SAND,?,GELA,?,41.712578
A,MIDLAND,2003,31.76463,-102.07768,80,80,WFMP,SPBR_U,2,84000,360925,6882,7788,8311,9266,9587,9950,10355.52,10638.9,10717.18,10860.76,11151.83,11711.15,11926.58,12024.23,2,7964,8639,X-LINKGEL,SAND,?,FECL,20/40,54.508
B,UPTON,2003,31.55915,-101.95213,80,40,WFMP,SPBR_U,3,470870,199292,6561,7433.88,8018.53,9006.61,9371.52,9570.02,10440.3,10719.32,10766.46,10791.28,11068.51,11568.38,11646.87,11742.33,8,7456,7629,A,undefined,28,HCL,?,29.334138
B,UPTON,2003,31.55556,-101.95141,160,40,WFMP,SPBR_U,3,469940,202954,6546,7427.39,8013.86,8999.54,9365.57,9555.8,10436.27,10717.75,10754.72,10779.84,11057.35,11550.45,11628.29,11723.29,6,8856,9065,X-LINKGEL,SAND,?,GELA,20/40,46.251482
E,REAGAN,2003,31.43354,-101.66084,40,40,WFMP,CLFK,1,135000,90365,5410.64,6368.24,6926.57,7911.48,8277.66,8554.52,9855.75,10189.21,10307.46,?,10493.24,10731.44,10873.75,10904.63,1,6364,8093,GEL,SAND,?,GELA,20/40,11.52
A,MIDLAND,2003,31.7056,-102.1026,80,80,STRAWN,SPBR_U,5,283000,330795,6929,7786,8352,9232,9586,10115,10396,10349.6,10592.18,10679.36,10835.64,11705.98,11915.48,12005.78,10,10288,10389,WTR,SAND,?,GELA,?,45.38
B,MIDLAND,2003,31.68367,-102.08208,80,80,WFMP,SPBR_U,5,259800,333255,6931,7808,8363,9286,9573,9990,10419.52,10551.94,10862.96,10862.32,11132.4,11861.34,12045.39,12130.84,10,10152,10265,WTR,SAND,?,GELA,?,48.244478
E,REAGAN,2003,31.45807,-101.61982,40,40,WFMP,CLFK,1,135000,90365,5396,6268,6821,7819,8150,8513.66,9737.35,10058.89,10164.6,?,10358.57,10489.97,10638.26,10672.94,1,6257,8041,GEL,SAND,?,?,20/40,17.302574
E,REAGAN,2003,31.46217,-101.6522,40,40,WFMP,CLFK,1,135000,90365,5424.27,6364.91,6926.79,7929.83,8267.68,8596.51,9816.45,10157.97,10263.21,10369.73,10475.84,10638.46,10781.36,10816.74,1,6361,7988,GEL,SAND,?,?,20/40,44.38544
C,MIDLAND,2003,31.802,-101.96354,40,40,WFMP,SPBR_L,5,390120,380042,6627.38,7491.83,8055.33,9068.36,9426.27,9796.83,10319.97,10646.25,10805.85,10871.4,11058.4,11416.17,11680.77,11769.71,10,10389,10397,GEL,SAND,?,GELA,20/40,15.960908
A,MIDLAND,2003,31.80954,-102.04656,40,40,WFMP,CLFK,1,379760,361830,6818.47,7711,8262,9217,9534,9974,10348,10616.7,10776.3,10925.64,11294.91,11676.74,11894.68,11989.52,1,7712,10000,W,SAND,?,?,20/40,49.617516
E,MIDLAND,2003,31.69468,-101.79111,80,40,WFMP,SPBR_L,2,335480,142405,6096,7006,7573,8556,8838.58,9327.83,10178.22,10479,10634.61,10695.52,10852.66,11197.39,11356.52,11441.28,5,7743,7953,A,undefined,?,HCL,?,25.848
C,MIDLAND,2003,31.7097,-101.79151,40,20,WFMP,SPBR_L,2,335540,130206,6176,7039,7611,8604,8866.3,9313.12,10176.58,10465.18,10620.57,10675.09,10825.79,11198.32,11337.26,11425.85,4,7762,7992,X-LINKGEL,SAND,?,?,20/40,27.849732
C,MIDLAND,2003,31.72739,-101.86284,160,40,WFMP,CLFK,3,470600,197045,6408,7268,7848,8843,9181.55,9560.07,10364.37,10607.18,10764.72,10834.06,11020.24,11403.48,11623.82,11676.79,8,7262,7476,A,undefined,?,HCL,?,23.092
B,UPTON,2003,31.5609,-101.94454,80,80,WFMP,SPBR_U,3,471980,200342,6566,7414.65,8003.41,8989.64,9348.89,9545.11,10451.06,10709.2,10768.47,10794.79,11065.73,11579.84,11658.12,11753.08,8,7429,7617,A,undefined,?,HCL,?,27.110625
C,MIDLAND,2003,31.82287,-101.96955,40,80,WFMP,SPBR_L,4,370520,287922,6649,7510,8080,9091,9445,9749.25,10359,10640.23,10792.67,10871.41,11080.54,11370.46,11639.23,11737.99,8,8222,8454,X-LINKGEL,SAND,?,?,20/40,19.840238
C,MIDLAND,2003,31.81317,-101.96294,40,160,WFMP,SPBR_L,4,371530,307146,6637,7497.7,8043.91,9068,9410,9818.76,10384,10629.04,10779.39,10855.33,11061.85,11372.12,11646.5,11738.94,8,10044,10054,GEL,SAND,?,GELA,20/40,32.213593
A,MIDLAND,2003,31.8106,-102.025,80,80,WFMP,SPBR_L,3,153760,219950,6757,7641,8193,9183,9503.96,9883,10337,10676.62,10807.1,10925.53,11164.94,11675.55,11888.66,11976.23,5,9778,10338,WTR,SAND,?,GELA,?,51.756355
B,MIDLAND,2003,31.6922,-102.0627,40,80,WFMP,SPBR_L,4,143500,290455,6861,7752.82,8314.23,9241,9605,9884.32,10480.09,10642.7,10874.25,10840.7,11090,11880.94,12055.84,12132.4,8,10124,10236,W,SAND,?,GELA,?,69.428414
A,MIDLAND,2003,31.7926,-101.9875,80,80,WFMP,SPBR_L,4,158412,288726,6642,7524,8077,9105,9454,9765,10385,10704.21,10867.95,10903.79,11134.87,11555.39,11782.45,11882.73,7,10094,10264,WTR,SAND,?,GELA,?,62.188473
E,REAGAN,2003,31.58599,-101.73897,160,40,WFMP,CLFK,3,472280,197649,5921,6806.53,7383.03,8392.24,8699.04,9068.18,10100.77,10477.67,10596.38,10596.14,10813.7,11104.4,11239.89,11290.77,7,6802,6998,A,undefined,?,HCL,?,24.501905
E,REAGAN,2003,31.57456,-101.7398,80,20,SPBR_L,CLFK,3,471640,206138,5914,6813.66,7395.46,8399.1,8696.67,9055.4,10105.84,10488.83,10592.73,10590.47,10810.2,11102.25,11237.22,11289.34,8,6810,6997,A,undefined,?,HCL,?,25.014479
B,UPTON,2003,31.58419,-101.96039,80,40,WFMP,SPBR_U,3,470700,196057,6597,7465.13,8063.27,9044.9,9418.68,9656.34,10476.59,10754.6,10860.82,10852.53,11125.98,11693.51,11783.73,11886.15,6,7485,7668,X-LINKGEL,SAND,?,?,20/40,28.842416
D,GLASSCOCK,2003,31.71139,-101.70645,160,20,WFMP,CLFK,3,471100,194252,5785,6801,7362,8368,8613.99,9041.67,9992.98,10310.65,10450.67,10544.29,10700.25,10905.7,11049.25,11115.65,8,6806,7178,A,undefined,?,HCL,?,40.045652
D,GLASSCOCK,2003,31.70902,-101.71715,40,40,WFMP,CLFK,3,471570,200787,5780,6827,7365,8387,8640.93,9080.87,10013.49,10331.66,10475.74,10560.28,10709.59,10949.6,11088.11,11156.23,8,6816,7184,A,undefined,30,HCL,?,54.565122
A,MIDLAND,2003,31.82537,-102.04341,80,80,WFMP,SPBR_L,1,444980,371028,6834,7725,8293.53,9241,9553.02,9835.22,10319.55,10617.92,10763.63,10891,11137.96,11693.73,11895.17,11995.69,1,8427,10537,WTR,SAND,?,?,?,62.932
A,MIDLAND,2003,31.82846,-102.03078,40,40,WFMP,SPBR_L,1,277480,338026,6838.4,7713.54,8268,9222,9553.66,9961,10363.59,10661.02,10851.56,10947.64,11162.45,11724.43,11905.81,12002.89,2,8396,10279,A,undefined,?,HCL,?,69.061386
A,MIDLAND,2003,31.8296,-101.9903,160,80,WFMP,SPBR_L,4,168000,288672,6715,7597,8160,9167.81,9512,9751.73,10375,10634.58,10801.57,10892.17,11067.75,11506.9,11729.68,11836.2,8,9948,10376,WTR,SAND,?,GELA,?,29.286506
A,MIDLAND,2003,31.80578,-101.99703,40,20,WFMP,SPBR_U,1,461000,202000,6714,7609,8180,9187,9558,9813,10429,10728,10892.05,11015.15,11193.32,11595.3,11817.37,11924.17,2,7617,10093,GEL,SAND,?,GELA,?,36.564
A,MIDLAND,2003,31.8018,-102.0306,80,40,WFMP,SPBR_L,4,171340,289934,6772,7653.87,8233,9198,9511.16,9948,10364.48,10672.24,10821,10928.2,11174.71,11690.95,11910.12,11990,8,9982,10083,GEL,SAND,?,GELA,?,37.596
E,REAGAN,2003,31.42459,-101.64939,40,40,WFMP,SPBR_U,1,135000,90365,5378,6323.01,6887.65,7885.54,8243.96,8514.94,9833.44,10164.36,10279.87,?,10448.19,10696.64,10837.59,10870.18,1,6330,8017,GEL,SAND,?,?,20/40,49.952123
E,REAGAN,2003,31.45611,-101.65859,40,40,WFMP,SPBR_U,1,135000,90365,5437.71,6382.78,6936.95,7945.47,8279.96,8596.46,9831.79,10168.75,10278.59,10366.76,10490.26,10668.94,10811.42,10845.61,1,6387,8071,GEL,SAND,?,?,20/40,39.324
A,MIDLAND,2003,31.7789,-102.0822,40,80,WFMP,SPBR_L,4,173000,286301,6920,7782,8343,9262,9637,9890,10325,10577.69,10680.47,10864.79,11134.71,11661.05,11889.03,11984.79,8,10138,10225,W,SAND,?,?,?,29.356
A,MIDLAND,2003,31.7721,-101.9955,80,160,WFMP,SPBR_L,4,168000,286740,6696,7588,8152,9145,9538,9813,10450.01,10761.43,10913.12,11002.22,11270.48,11687.94,11897.57,11981.4,8,10121,10437,W,SAND,?,?,?,29.064
C,MIDLAND,2003,31.7533,-101.94766,40,80,WFMP,SPBR_L,3,352910,228689,6607,7461,8051,9045,9412,9722,10422.88,10725.35,10851.12,10920.24,11120.05,11644.63,11851.38,11904.15,6,8186,8414,X-LINKGEL,SAND,32,?,20/40,19.833256
C,MIDLAND,2003,31.75528,-101.93938,40,160,WFMP,SPBR_L,4,219633,300678,6604,7460.01,8032.45,9042,9402,9726,10452.17,10730.13,10856.58,10923.79,11114.48,11635.86,11843.02,11889.34,8,8172,8407,X-LINKGEL,SAND,36,?,20/40,18.946602
A,MIDLAND,2003,31.76532,-101.99273,40,80,WFMP,SPBR_L,4,165500,290388,6674,7572,8138,9121,9503,9823,10482.95,10772.25,10941.22,11043.15,11286.89,11683.16,11891.54,11964.74,8,10031,10128,W,SAND,?,?,?,87.436513
C,MIDLAND,2003,31.8153,-101.78963,'Over 160',40,WFMP,SPBR_U,3,469510,199720,5993,7005,7555,8510.87,8840.64,9231.3,10071.55,10358.92,10511.98,10551.19,10659.53,11011.46,11156.75,11251.17,6,8387,8533,X-LINKGEL,SAND,?,?,20/40,28.999238
C,MIDLAND,2003,31.75038,-101.94247,80,160,WFMP,SPBR_L,5,388890,361856,6603,7459.65,8157,9050,9402,9914,10438.09,10730.86,10860.44,10919.45,11121.81,11655.52,11858.55,11906.05,10,8172,8409,X-LINKGEL,SAND,36,?,20/40,29.123422
C,MIDLAND,2003,31.74611,-101.94532,80,80,WFMP,SPBR_L,3,350557,221519,6592,7422,8149,9020,9391,9913,10423.53,10726.67,10861.47,10914.66,11127.64,11672.02,11869.22,11916.39,6,8157,8394,X-LINKGEL,SAND,36,?,20/40,24.110906
A,MIDLAND,2003,31.8118,-102.10161,80,80,WFMP,CLFK,4,313000,187500,6989,7835,8407,9300,9656,9916,10297.72,10518.96,10659.23,10862.9,11134.6,11585.56,11806.02,11912.34,8,7838,7894,X-LINKGEL,SAND,41.2,?,16/30,102.91546
A,MIDLAND,2003,31.8118,-102.0022,160,80,WFMP,SPBR_L,4,171000,288705,6726,7616,8182,9197,9551,9852,10351,10684.22,10847.97,10964.5,11158.61,11596.51,11814.18,11921.42,8,10131,10307,GEL,SAND,?,?,?,35.940174
C,MIDLAND,2003,31.85797,-101.95072,80,20,WFMP,SPBR_L,1,241000,219786,6637.06,7494.97,8092.39,9052,9369,9777.39,10306.8,10527.22,10667.06,10733.1,10884.7,11245.9,11489.13,11604.72,1,8184,9922,FLUD,SAND,?,SFAC,20/40,56.570145
C,MIDLAND,2003,31.74802,-101.93701,80,40,WFMP,SPBR_L,4,370431,303571,6607,7460.71,8116,9059,9412,9938,10462.45,10739.1,10872.37,10924.63,11127.59,11665.53,11865.52,11907.34,8,9837,9847,GEL,SAND,30,?,20/40,15.893
C,MIDLAND,2003,31.87185,-101.95495,40,'Sub 20',WFMP,SPBR_L,1,413830,270816,6647.65,7500.08,8093.75,9085,9402,9774.43,10319.5,10599.18,10718.21,10785.81,10893.49,11290.29,11537.37,11650.51,1,8237,9876,W,SAND,?,?,?,63.684727
A,MIDLAND,2003,31.80695,-102.04137,40,40,WFMP,SPBR_L,1,284200,320628,6805.23,7716,8258,9213,9543,9968,10371.32,10642.62,10802.21,10939.06,11286.39,11687.84,11907.97,11994.97,1,8310,9954,GEL,SAND,?,?,?,51.368539
C,MIDLAND,2003,31.7787,-101.93778,40,80,WFMP,SPBR_L,5,387340,401474,6543,7415,7976,8983,9344,9674,10380.91,10655.07,10782.23,10870.36,11030.78,11473.31,11706.11,11763.61,12,9580,9590,GEL,SAND,34,?,20/40,49.792866
C,MIDLAND,2003,31.75711,-101.86727,80,40,WFMP,SPBR_U,3,450350,193723,6387,7257,7839,8850,9217.54,9542.53,10340.93,10583.91,10726.99,10811.29,10969.79,11363.61,11604.09,11631.47,8,7268,7498,A,undefined,32,HCL,?,60.887277
A,MIDLAND,2003,31.8181,-101.9911,80,80,WFMP,SPBR_L,4,171000,294361,6753,7633.35,8194,9193,9549.31,9938,10440.65,10703.89,10873.7,10962.17,11155.54,11553.73,11783.13,11888.58,8,10043,10249,GEL,SAND,?,?,?,38.640267
B,MIDLAND,2003,31.6768,-102.0799,80,80,WFMP,SPBR_L,4,164423,291951,6929,7801,8347,9270,9597,9982,10421.02,10557.5,10886.9,10905.11,11179.38,11867.27,12044.25,12133.37,8,10092,10386,GEL,SAND,?,?,?,48.204
A,MIDLAND,2003,31.74378,-101.97116,40,80,WFMP,SPBR_U,5,388286,381034,6659,7525,8094,9102,9462,9800,10494.92,10760.5,10912.85,10984.87,11237.78,11743.92,11935.2,11989.35,10,9808,9893,GEL,SAND,50,?,20/40,46.92
B,MIDLAND,2003,31.6806,-102.0678,80,40,WFMP,SPBR_L,4,174500,284749,6934,7828,8385,9316,9660,10106,10485.34,10664.68,10944.63,10906.67,11153.99,11931.47,12099.03,12181.4,8,10188,10384,GEL,SAND,?,GELA,?,34.74
B,MIDLAND,2003,31.6743,-102.0746,80,80,WFMP,SPBR_L,4,155000,278411,6916,7745,8332,9247,9575,9975,10455.91,10602.94,10918.13,10924.44,11185.45,11893.94,12065.58,12152.72,8,10100,10345,WTR,SAND,?,?,?,39.228
E,REAGAN,2003,31.46657,-101.73258,80,20,WFMP,SPBR_U,5,508120,348454,5716.82,6630.4,7215.43,8197.04,8506.84,8810.44,9960.93,10340.44,10473.54,10441.75,10636.65,10901.16,11023.08,11068.24,10,9090,9100,GEL,SAND,24,?,20/40,23.639
F,REAGAN,2003,31.59617,-101.59249,160,20,WFMP,SPBR_U,3,470460,195096,5592.37,6362.06,6931.17,7961.39,8220.77,8555.83,9721.05,10101.08,10198.42,10327.79,10333.16,10568.36,10690.61,10728.71,6,6381,6701,X-LINKGEL,SAND,34,?,20/40,39.388
E,REAGAN,2003,31.59362,-101.76857,'Over 160',40,WFMP,CLFK,3,454404,212020,5970,6890.21,7474.93,8483,8800.16,9189.11,10202.06,10525.88,10671.89,10654.52,10875.62,11248.55,11370.36,11429.52,3,6874,7088,X-LINKGEL,SAND,?,?,20/40,21.976
A,MIDLAND,2003,31.77689,-102.04097,80,80,WFMP,SPBR_U,2,264000,515000,6822,7721,8269,9238,9596,9956,10436.79,10690.75,10872.04,10950.39,11227.39,11736.91,11948.17,12032.88,4,7868,8585,GEL,SAND,?,?,?,47.144
