Subarea,Operator,County,Completion.Year,Depth.Total.Driller..ft.,Deepest_Zone,Top_Zone,Frac.Stages,Number,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,EUR_o..Mstb.
5,12,2,2012,10567,6.726061,3.654545,1,1,7468,4,4,1,1,24.56
3,11,5,2012,11463,8,4,1,1,7945,4,4,1,1,167.076
3,4,5,2012,11400,2,4,1,2,8048,12,6,18,1,13.241193
3,11,5,2012,10725,8,4,1,1,7890,4,4,1,1,53.736
7,19,4,2012,8242,8,4,1,1,5929,2,7,12,1,23.00821
7,19,4,2012,8270,8,4,1,1,5937,2,7,12,1,126.068
3,28,5,2012,10833,8,4,3,6,9189,12,4,21,1,69.26
2,33,3,2012,10395,8,4,1,1,7845,4,4,1,1,166.34
7,15,2,2012,10182,6.726061,3.654545,7,14,9604,12,4,21,7,19.74
7,14,4,2012,9950,7,6,1,2,7854,7,4,10,1,33.536
3,3,5,2012,10820,8,4,8,8,10450,12,3,21,7,90.088
4,28,3,2012,10719,7,4,4,8,10428,12,4,21,10,49.028
4,28,3,2012,10803,2,4,4,8,10612,12,4,21,10,56.772
3,6,3,2012,11895,2,6,10,20,11440,12,2,21,7,23.292
2,4,3,2012,11350,2,3,1,2,8933,12,6,1,1,86.52
7,14,4,2012,9983,8,6,1,2,7815,12,4,21,1,109.772
7,5,2,2012,10240,6.726061,3.654545,1,2,7211,12,6,18,1,44.735123
5,6,2,2012,11420,3,6,9,1,11196,2,7,12,1,20.776
3,11,5,2012,11460,2,4,1,1,7950,4,4,1,1,18.56
7,15,2,2012,10035,6.726061,3.654545,7,14,9450,12,4,18,7,19.944
2,12,3,2012,11510,2,3,1,1,8560,4,4,1,1,164.344
3,28,5,2012,10755,2,4,3,6,8951,12,4,21,1,66.716
3,3,5,2012,10800,8,4,8,8,10410,12,1,21,1,49.624
3,11,5,2012,11505,2,4,1,1,7965,4,4,1,1,53.004
3,26,5,2012,12200,2,3,1,1,8960,4,4,1,1,125.684
5,6,3,2012,11503,5,6,9,18,10848,7,2,10,7,57.16
3,11,5,2012,11506,2,4,1,1,7850,4,4,1,1,58.896
7,15,2,2012,10087,7,4,7,14,9526,12,4,18,7,26.248
4,28,3,2012,10875,2,3,4,7,10610,12,4,21,10,64.804
5,28,2,2012,10457,6.726061,3.654545,4,7,10248,12,4,21,7,91.968
5,12,2,2012,10623,6.726061,3.654545,1,1,7910,4,4,1,1,18.684
4,28,3,2012,10648,2,3,4,7,10368,12,4,10,10,42.14
4,28,3,2012,11147,4,4,4,8,10872,12,4,21,10,69
4,28,3,2012,11202,2,2,4,8,10674,12,4,21,10,70.3
2,28,3,2012,10939,2,3,4,7,10711,12,4,21,1,66.956
2,28,3,2012,11004,2,4,4,8,10698,12,4,21,10,101.805447
7,19,4,2012,8331,8,4,1,1,6036,2,7,12,1,32.195555
5,12,2,2012,10615,6.726061,3.654545,1,1,7917,4,4,1,1,27.64
3,28,5,2012,10928,2,4,3,6,9194,9,4,10,1,39.86
3,4,3,2012,11460,2,4,1,2,8152,12,6,18,1,8.412
3,22,5,2012,11147,2,6,1,2,8882,7,6,18,1,46.248
4,28,3,2012,10428,8,4,3,6,8710,12,4,21,1,123.407312
5,28,2,2012,10178,6.726061,3.654545,3,6,9940,12,4,21,10,94.26
5,28,2,2012,10229,6.726061,3.654545,4,7,10042,12,4,21,10,32.396
5,28,2,2012,10326,6.726061,3.654545,4,8,10176,12,4,21,10,53.216
7,19,4,2012,8150,8,2,1,1,5801,2,7,12,1,25.484
5,6,2,2012,10880,9,6,9,18,10498,12,2,21,7,39.168
5,28,2,2012,10222,6.726061,3.654545,4,8,10067,12,4,21,10,50.388
3,3,5,2012,10878,7,2,6,6,10310,12,6,21,1,128.335571
5,6,2,2012,11320,9,6,10,20,10664,7,2,10,7,43.462833
5,3,2,2012,10887,5,6,8,8,10150,12,3,21,1,231.404
7,15,2,2012,10034,6.726061,3.654545,7,14,9490,12,4,18,7,24.288
7,15,2,2012,10068,6.726061,3.654545,7,14,9500,12,4,21,7,23.02
7,5,2,2012,9828,6.726061,3.654545,1,2,6495,9,6,21,1,31.532
3,3,5,2012,10819,7,4,8,8,10460,12,3,21,7,88.172
3,26,3,2012,12205,2,6,1,1,9364,4,4,1,1,87.928
3,28,5,2012,10870,2,2,3,6,9180,12,4,21,1,46.096
4,28,3,2012,10526,8,4,3,6,8877,12,4,21,7,87.08
2,4,3,2012,11360,2,4,1,2,8206,4,6,9,1,64.176
4,28,3,2012,10726,2,4,4,8,10445,12,4,21,7,78.66
5,6,2,2012,11015,9,6,10,20,10614,12,2,21,7,67.444031
3,26,5,2012,12161,2,3,1,1,9034,4,4,1,1,23.064
4,28,3,2012,11279,2,4,5,10,10632,12,4,18,7,120.034782
7,14,4,2012,9935,7,6,1,2,6633,7,4,10,1,37.424
2,8,3,2012,11509,2,3,1,1,8410,4,4,1,1,159.212153
3,3,5,2012,10832,7,4,7,7,10451,12,3,21,1,55.088424
5,3,2,2012,10922,5,6,8,1,10840,2,7,14,1,24.282513
5,3,2,2012,10928,5,6,8,8,10199,12,3,21,1,39.964
2,28,3,2012,10548,8,4,3,6,9464,12,4,21,1,58.508
2,28,3,2012,10509,8,2,3,6,9632,12,4,21,1,78.02
5,5,2,2012,10261,2,3,1,2,7305,9,6,21,1,19.408
2,28,3,2012,10924,2,4,4,8,10730,12,4,21,7,51.928
4,28,3,2012,10890,7,4,4,8,10436,12,4,21,10,44.212
3,26,5,2012,12040,2,3,1,1,8988,4,4,1,1,116.856
3,28,5,2012,10844,8,2,3,6,9072,12,4,10,1,126.008
3,26,5,2012,12200,2,3,1,1,9024,4,4,1,1,89.228
7,19,4,2012,8210,8,4,1,1,5905,2,7,12,1,47.04
7,19,2,2012,9965,7,6,1,1,7736,9,1,18,1,26.6
3,18,5,2012,11364,2,4,13,15,11130,12,4,21,7,41.028
3,11,5,2012,11465,2,4,1,1,7840,7,4,10,1,137.532
7,28,4,2012,9703,7,3,4,8,9482,12,4,21,7,47.032
3,24,5,2012,10932,2,3,1,2,8542,12,5,21,1,77.016
4,28,3,2012,10683,2,4,4,8,10396,12,4,21,10,131.648
4,28,3,2012,10637,2,4,4,8,10366,12,4,21,10,89.4
4,28,3,2012,10741,2,4,4,8,10442,12,4,21,7,131.648
2,33,3,2012,10667,8,4,1,1,8007,4,4,1,1,125.6
7,19,4,2012,8233,8,4,1,1,6316,2,7,12,1,53.616738
3,26,5,2012,12014,5,6,1,1,9430,4,4,1,1,107.56
7,19,2,2012,9906,7,6,1,1,7640,9,1,18,1,25.276
7,5,2,2012,9915,2,3,1,1,6804,1,1,1,1,3.256
7,19,4,2012,9745,8,6,1,1,7390,9,1,18,1,84.096
7,19,4,2012,9870,7,6,1,1,7651,9,1,18,1,24.508
5,28,2,2012,10562,2,4,3,6,8206,12,4,21,1,79.94
5,6,2,2012,10815,9,6,8,16,10589,12,2,21,7,28.48
7,5,2,2012,10256,2,3,1,1,7188,1,1,1,1,25.952
2,28,3,2012,11236,2,4,5,10,10941,12,4,21,10,133.616
5,6,2,2012,11245,5,6,9,18,10860,7,2,10,7,65.649773
2,28,3,2012,10943,7,3,4,8,10776,12,4,21,10,47.492
7,15,2,2012,10091,2,4,7,14,9460,12,4,21,7,58.692
2,11,3,2012,10908,2,4,1,2,7964,7,4,10,1,70.092
3,26,3,2012,12020,2,5,1,1,10857,4,4,1,1,286.748
7,28,4,2012,9678,8,4,3,6,7411,12,4,21,7,34.92
3,11,5,2012,11512,8,4,1,2,7830,1,4,1,1,69.256
3,11,5,2012,11125,2,6,1,2,9245,7,4,10,1,64.433145
2,11,3,2012,11245,2,6,1,2,9305,7,4,10,1,70.06
3,28,5,2012,10953,2,4,3,6,9157,12,4,21,1,34.92
2,28,3,2012,10497,8,4,3,6,9446,12,4,21,1,28.744
3,3,5,2012,10821,8,4,7,7,10398,12,3,21,7,51.712
3,18,5,2012,11318,2,3,11,22,10983,12,4,21,12,72.148
4,26,3,2012,11600,5,6,1,1,9022,4,4,1,1,63.7
7,15,2,2012,10122,2,4,7,14,9620,9,4,18,7,9.5
5,6,2,2012,10956,5,6,10,20,10630,12,2,21,7,45.732
2,11,3,2012,11028,2,4,1,2,7955,7,4,10,1,76.764
5,26,2,2012,10634,6.726061,3.654545,1,1,8346,7,4,18,1,333.52
3,28,3,2012,11167,2,3,4,6,10860,12,4,21,7,89.104
5,12,2,2012,10669,5,3,1,1,7338,4,4,1,1,218.792
4,28,3,2012,10992,2,3,5,10,10816,12,4,18,10,88.68
3,18,5,2012,11285,2,4,12,19,10954,12,4,21,12,67.192
5,28,2,2012,10743,4,3,5,9,10263,12,4,18,7,17.556
5,20,2,2012,11041,9,6,1,1,7866,9,1,1,1,45.796
4,28,3,2012,10664,7,3,4,8,10352,12,4,21,7,55.836
5,35,2,2012,10655,7,3,1,1,7452,10,4,1,1,107.336
5,12,2,2012,10531,4,3,1,1,7500,4,4,1,1,21.264
5,12,2,2012,10540,4,3,1,1,6950,4,4,1,1,51.748
7,19,4,2012,9910,7,6,1,1,7590,9,1,18,1,37.556
7,19,2,2012,9922,7,6,1,1,7732,9,1,18,1,39.552
5,7,2,2012,10848,2,3,1,1,7530,4,4,1,1,76.148
