Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
0,4500,200262,56532,138234,5,27,3,2004,4,3,3,0,28.67926976,3,7,3,6441,11,3,NA,6
0,5000,201224,55818,138234,5,27,3,2004,3,3,3,0,32.59924597,1,7,3,6541,11,3,NA,6
0,5000,200636,54180,137740,5,27,3,2004,1,3,3,0,32.49670036,1,7,3,6740,11,3,NA,6
0,5000,199292,54474,134280,5,27,3,2004,4,2,3,0,34.12554949,1,7,3,6742,11,3,NA,6
0,5000,199292,55524,134578,6,27,3,2004,4,3,3,0,50.176,1,5,3,6295,11,3,NA,6
0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,29.992,1,7,3,7713,6,3,NA,6
0,0,367506,139916,139000,5,2,3,2004,3,2,2,0,21.0058,3,7,3,7959,6,3,9,6
0,0,367506,139916,139000,5,2,3,2004,2,3,2,0,15.47732057,3,7,3,7655,6,3,NA,6
0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,27.77576071,3,7,3,7747,6,3,9,6
0,11000,330452,67410,17560,5,27,3,2005,4,3,5,0,21.748,1,7,3,8949,6,3,NA,6
0,14000,429998,75642,16852,5,27,3,2005,3,2,6,0,36.86935873,1,7,3,8964,6,3,NA,6
0,11000,345278,74802,14866,5,27,3,2005,4,3,5,0,29.26563545,3,7,3,9000,6,3,NA,6
0,3750,202494,57246,135300,5,27,3,2005,4,3,3,0,13.54044625,3,5,3,6552,11,3,NA,6
0,5000,200552,56112,132071,6,27,3,2004,3,3,3,0,40.528,1,5,3,6346,11,3,NA,6
0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,32.723344,3,7,3,8001,6,3,NA,6
0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,39.92984664,3,7,3,7910,6,3,9,6
0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,8.388,3,7,3,7680,6,3,9,6
0,0,367506,139916,140000,5,2,3,2004,4,3,2,0,32.42348826,3,7,3,7800,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,3,3,2,0,20.312,1,7,3,7875,11,3,9,6
0,11000,354812,78960,18955,5,27,3,2005,4,3,5,0,35.592,3,7,3,9018,6,3,NA,6
0,12500,376598,73080,15300,5,27,3,2005,1,3,5,0,32.712,2,7,3,8948,6,3,NA,6
0,11000,345782,69468,18375,5,27,3,2005,3,2,5,0,28.35819288,3,7,3,8976,6,3,NA,6
0,11000,361616,74802,15355,5,27,3,2005,4,2,5,0,26.428,3,7,3,8998,6,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,19.968,1,7,3,7123,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,4,3,2,0,20.695,3,7,3,7830,9,3,17,6
0,0,383200,131800,49250,5,2,3,2005,4,3,2,0,19.688,3,7,3,7740,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,4,3,2,0,13.56,3,7,3,7751,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,4,3,2,0,26.992,3,7,3,7863,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,4,3,2,0,33.524,3,7,3,7844,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,4,3,2,0,28.088,3,7,3,7814,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,3,3,2,0,18.928,3,7,3,7849,6,3,9,6
0,0,383200,131800,49250,5,2,3,2005,3,3,2,0,33.756,3,7,3,7849,6,3,9,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,37.72,1,7,3,7945,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,29.104,3,7,3,7931,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,4,2,0,17.676,3,7,3,7946,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,4,3,2,0,17.352,3,7,3,7977,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,49.3320329,3,7,3,7993,9,3,17,6
0,11000,370560,23277.5,0,5,27,3,2005,4,2,5,0,44.232,3,7,1,8227,1,NA,11,NA
0,12000,360664,80152,17595,5,27,3,2005,1,3,5,0,38.388,3,7,3,8856,6,3,NA,6
0,12000,357066,77815,17318,5,27,3,2005,4,3,5,0,51.59316437,1,7,3,8936,6,3,NA,6
0,11000,359487,74015,15000,5,27,3,2005,3,3,5,0,63.044,3,7,3,8970,6,3,NA,6
0,5000,163048,41383,134117,5,27,3,2005,4,3,3,0,34.848,3,5,3,6480,11,3,NA,6
0,5000,194960,49073,135237,5,27,3,2005,1,3,3,0,31.244,3,7,3,6435,11,3,NA,6
0,8500,352366,80828,16203,5,27,3,2005,3,2,5,0,35.16005354,3,7,3,8985,6,3,NA,6
0,5000,189813,53191,133624,5,27,3,2005,1,3,3,0,13.952,3,5,3,6544,11,3,NA,6
0,5000,198864,54352,133052,5,27,3,2005,4,3,3,0,17.6,3,5,3,6571,11,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,20.25828222,3,7,3,7702,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,28.22,3,7,3,7791,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,2,3,2,0,24.644,1,7,3,7871,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,40.668,3,7,3,7917,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,2,3,2,0,29.104,3,7,3,7839,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,4,2,2,0,22.072,3,7,3,7910,9,3,17,6
366270,0,366270,123270,63548,5,2,3,2006,3,4,2,0,27.8,3,7,3,7908,9,3,17,6
387700,0,387700,129900,61500,5,2,3,2006,3,6,2,0,35.49390913,3,5,3,7922,9,3,17,6
0,5000,187249,50150,132458,5,27,3,2005,4,6,3,0,43.03807665,3,7,3,6565,11,3,NA,6
0,5000,200492,54931,132676,6,27,3,2005,4,3,3,0,16.38451018,3,7,3,6510,11,3,NA,6
0,5000,190233,51126,135186,5,27,3,2005,1,3,3,0,17.988,3,5,3,6609,11,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,33.272,3,7,3,7883,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,6,2,0,32.44123301,3,7,3,7698,9,3,17,6
0,5000,186612,51543,135420,5,27,3,2005,4,3,3,0,27.51995035,3,5,3,6446,11,3,NA,6
0,3500,153212,61446,173250,5,27,3,2005,3,3,2,0,35.212,3,7,3,7087,11,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,2,2,2,0,24.416,3,7,3,7869,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,26.688,3,7,3,7729,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,18.104,3,7,3,7784,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,37.3,1,7,3,7690,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,4,2,0,36.55831701,3,7,3,7915,9,3,17,6
0,5000,168803,47787,155581,6,27,3,2005,5,3,3,0,21.156,3,7,3,6269,11,3,20,6
383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,20.16,3,7,3,7671,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,23.784,3,7,3,7635,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,2,2,2,0,36.764,1,7,3,8011,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2005,2,2,2,0,33.556,3,7,3,7820,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2006,2,2,2,0,23.48265515,1,5,3,7863,9,3,17,6
0,3000,153212,44486,134524,6,27,3,2005,3,2,2,0,37.9403326,3,7,3,6469,11,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,2,2,2,0,24.496,3,7,3,7873,9,3,17,6
0,6000,168646,43097,135650,6,27,3,2005,3,2,3,0,10.568,3,5,3,6308,11,3,NA,6
0,5500,173362,57785,213755,6,27,3,2005,4,3,3,0,22.956,3,7,3,6357,11,3,NA,6
0,11000,357311,80277,17666,5,27,3,2005,1,3,5,0,72.9921932,3,7,3,8802,6,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,33.424,3,7,3,7801,9,3,19,6
383200,0,383200,131800,49250,5,2,3,2006,3,2,2,0,21.984,1,7,3,7750,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,25.304,3,7,3,7743,9,3,17,6
393965,0,393965,131800,48895,5,2,3,2006,3,3,2,0,27.684,3,7,3,7747,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,21.596,3,7,3,7810,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,37.092,3,7,3,7745,9,3,19,6
365750,0,365750,123850,61500,5,2,3,2006,2,3,2,0,31.58,1,7,3,7927,9,3,NA,6
365806,0,365806,123906,61500,5,2,3,2006,3,3,2,0,28.256,3,7,3,7620,9,3,NA,6
364450,0,364450,122698,61500,5,2,3,2007,3,3,2,0,23.78,3,7,3,7634,9,3,NA,6
365484,0,365484,123732,61500,5,2,3,2007,2,3,2,0,27.792,3,7,3,7641,9,3,NA,6
383200,0,383200,131800,49250,5,2,3,2006,2,2,2,0,27.228,3,7,3,7905,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2006,2,2,2,0,34.4,3,7,3,7877,9,3,17,6
383200,0,383200,131800,49250,5,2,3,2006,3,3,2,0,21.46032128,3,7,3,7759,9,3,17,6
504800,0,504800,259400,98500,6,2,3,2005,3,4,2,0,36.31888501,3,7,3,7610,9,3,17,6
504800,0,504800,259400,98500,6,2,3,2006,3,1,2,0,38.86579378,3,7,3,7583,9,3,NA,6
504800,0,504800,259400,98500,6,2,3,2006,4,3,2,0,31.956,3,7,3,7575,9,3,NA,6
480522,0,480522,237006,107336,5,2,3,2006,4,2,2,0,18.864,3,7,3,7835,9,3,NA,6
510800,3000,513800,259400,98500,6,2,3,2006,4,4,2,0,51.06845562,3,7,3,7590,9,3,NA,6
0,1750,193889,52571,131432,5,27,3,2006,4,2,3,0,37.32541472,3,5,3,6539,11,3,NA,6
0,5000,197568,54324,133901,6,27,3,2006,4,3,3,0,24.652,3,5,3,6381,11,3,NA,6
0,5000,195691,52690,130760,5,27,3,2006,4,3,3,0,31.108,3,5,3,6799,11,3,NA,6
0,5000,197074,55951,134326,5,27,3,2006,4,3,3,0,30.32445978,3,5,3,6771,11,3,NA,6
0,4950,153212,23277.5,0,5,27,3,2006,1,3,2,0,29.32501026,3,5,1,6838,1,NA,NA,NA
0,1500,194730,53707,134770,5,27,3,2006,3,3,3,0,43.98483889,3,7,3,6812,11,3,NA,6
0,5000,193178,51621,132431,5,27,3,2006,1,3,3,0,41.23692755,3,5,3,6755,11,3,NA,6
0,6750,190727,43936,90410,5,27,3,2006,1,3,3,0,41.936,3,5,3,6724,11,3,NA,6
0,5750,198067,56261,134237,5,27,3,2006,1,3,3,0,41.952,1,5,3,6685,11,3,NA,6
0,4500,202081,57093,131750,5,27,3,2006,4,3,3,0,40.67932238,3,5,3,6728,11,3,NA,6
0,5250,204952,56722,139132,6,27,3,2006,5,3,3,0,34.4131975,3,7,3,6403,11,3,NA,6
393965,0,393965,131800,48985,5,2,3,2006,3,3,2,0,29.852,3,7,3,7716,9,3,NA,6
509250,0,509250,260232,98929,6,2,3,2006,4,4,2,0,36.416,3,7,3,7575,9,3,NA,6
0,6250,195510,51922,135360,5,27,3,2006,3,3,3,0,32.812,1,5,3,6542,11,3,NA,6
0,1500,195243,54532,134899,6,27,3,2006,4,3,3,0,28.104,3,5,3,6481,11,3,NA,6
0,5250,198881,52886,134855,5,27,3,2006,4,3,3,0,29.364,1,5,3,6569,11,3,NA,6
366450,0,366450,130660,63750,5,2,3,2006,4,4,2,0,25.124,3,7,3,7890,9,3,8,6
492870,0,492870,253134,100823,6,2,3,2006,4,3,2,0,30.248,3,7,3,7572,9,3,NA,NA
0,5250,185877,58327,161756,6,27,3,2007,4,3,3,0,22.34,3,7,3,6385,11,3,16,6
0,5250,200888,55997,134955,6,27,3,2006,4,3,3,0,34.664,3,5,3,6341,11,3,NA,6
0,1500,196388,54973,136404,6,27,3,2006,4,3,3,0,29.632,3,7,3,6493,11,3,NA,6
0,5250,184506,42798,126860,5,27,3,2007,1,3,3,0,23.532,3,7,3,6543,11,3,NA,6
0,8250,253094,48689,134023,5,27,3,2006,1,3,4,0,56.76203076,3,5,3,6737,11,3,NA,6
0,8750,203060,52965,133792,5,27,3,2006,1,3,3,0,42.556,3,5,3,6589,11,3,NA,6
0,5250,191211,53504,137512,5,27,3,2006,3,3,3,0,22.828,3,7,3,6517,11,3,NA,NA
229649,2000,231649,23277.5,0,6,27,3,2006,1,3,3,0,43.676,3,7,1,7890,1,NA,14,NA
492870,0,492870,253134,100823,6,2,3,2006,4,4,2,0,26.39411735,3,7,3,7519,9,3,8,6
270814,2000,272814,23277.5,0,6,27,3,2006,5,3,4,0,10.38,3,7,1,7940,1,NA,11,NA
375250,0,375250,129900,61500,6,2,3,2006,3,3,2,0,23.70705727,3,5,3,7735,9,3,NA,6
383200,0,383200,131800,49250,6,2,3,2006,1,3,2,0,27.472,3,7,3,7715,9,3,17,6
507500,0,507500,255700,110750,6,2,3,2006,3,4,2,0,33.50169037,1,7,3,7555,9,3,17,6
387700,0,387700,129900,61500,6,2,3,2006,3,4,2,0,26.04,3,7,3,7687,9,3,17,6
365750,0,365750,123850,61500,5,2,3,2006,3,2,2,0,28.096,1,7,3,7939,9,3,NA,6
576422,0,576422,322822,134000,5,2,3,2006,1,3,2,0,20.248,1,7,3,7842,9,3,17,6
380190,0,380190,128650,61500,6,2,3,2006,3,3,2,0,20.3,1,7,3,7693,9,3,17,6
353400,0,353400,128000,61500,5,2,3,2006,4,3,2,0,38.0292309,1,7,3,8110,9,3,17,6
385032,0,385032,129000,61500,5,2,3,2006,4,3,2,0,27.336,3,7,3,8070,9,3,17,6
0,4950,180090,50442,134000,5,27,3,2006,3,3,3,0,38.7437565,3,7,3,6899,11,3,NA,6
365500,0,365500,123750,61500,6,2,3,2006,4,3,2,0,30.284,1,5,3,7718,9,3,NA,6
353400,0,353400,128000,61500,5,2,3,2006,3,3,2,0,25.05108889,1,7,3,7964,9,3,17,6
365806,0,365806,123906,61500,5,2,3,2006,4,3,2,0,32.076,1,7,3,7958,9,3,NA,6
368508,0,368508,126084,60750,5,2,3,2006,4,3,2,0,46.372,1,7,3,7975,9,3,17,6
365750,0,365750,123850,61500,6,2,3,2006,3,3,2,0,18.50933409,1,7,3,7677,9,3,NA,6
365482,0,365482,123732,61500,6,2,3,2006,3,3,2,0,36.77679768,1,7,3,7709,9,3,NA,6
365750,0,365750,123850,61500,5,2,3,2006,3,4,2,0,40.748,3,7,3,7866,9,3,NA,NA
365500,0,365500,123750,61500,6,2,3,2006,4,3,2,0,16.772,1,7,3,7700,9,3,NA,6
479976,0,479976,240492,107000,5,2,3,2007,1,2,2,0,18.87945795,3,7,3,7874,9,3,17,6
365484,0,365484,123732,61500,5,2,3,2006,3,4,2,0,23.508,3,7,3,7727,9,3,NA,6
0,7250,195952,53188,140873,5,27,3,2006,3,3,3,0,71.34268838,1,5,3,6858,11,3,NA,6
365500,0,365500,123750,61500,6,2,3,2006,4,2,2,0,18.784,1,5,3,7676,9,3,NA,6
365750,0,365750,123850,61500,5,2,3,2006,2,2,2,0,16.568,3,7,3,7904,9,3,NA,6
353400,0,353400,128000,61500,5,2,3,2006,4,3,2,0,38.252,1,7,3,7969,9,3,NA,6
365750,0,365750,123850,61500,5,2,3,2006,3,3,2,0,49.928,1,7,3,8025,9,3,NA,6
483756,0,483756,235746,108486,5,2,3,2006,3,3,2,0,32.832,3,7,3,7823,9,3,NA,6
676032,0,676032,676032,601000,5,20,3,2007,4,3,1,0,33.176,3,7,3,6625,9,3,NA,6
353400,0,353400,128000,61500,5,2,3,2006,3,3,2,0,27.748,1,7,3,7942,9,3,NA,6
365500,0,365500,123750,61500,6,2,3,2006,3,3,2,0,18.384,1,7,3,7705,9,3,NA,6
368046,0,368046,124068,61500,6,2,3,2006,3,3,2,0,21.264,1,7,3,7720,9,3,NA,6
457002,0,457002,234108,163125,5,2,3,2007,4,2,2,0,19.43242355,3,7,3,7896,9,3,17,6
269073,0,269073,174960,205300,5,2,3,2007,4,2,2,0,26.652,3,7,3,7925,9,3,NA,6
676032,0,676032,676032,6e+05,5,20,3,2007,4,3,1,0,39.96924966,3,7,3,6635,9,3,NA,6
676032,0,676032,676032,610350,5,20,3,2007,1,3,1,0,54.768,3,7,3,6721,9,3,NA,6
0,5250,198577,52968,133272,6,27,3,2007,3,2,3,0,38.736,1,5,3,6441,11,3,NA,6
0,8750,237986,62832,128510,6,27,3,2007,4,3,3,0,53.592,3,7,3,6452,11,3,NA,6
353400,0,353400,128000,61500,5,2,3,2006,3,3,2,0,17.37549798,3,7,3,8039,9,3,NA,6
363594,0,363594,122724,61500,5,2,3,2007,4,4,2,0,20.484,1,7,3,7767,9,3,NA,6
365484,0,365484,123732,61500,5,2,3,2006,3,4,2,0,27.86321554,1,7,3,7711,9,3,NA,6
480144,0,480144,236628,107000,5,2,3,2006,3,4,2,0,21.62124164,3,7,3,7725,9,3,NA,6
365484,0,365484,123732,61500,5,2,3,2007,3,2,2,0,21.50685053,3,7,3,7861,3,3,NA,6
365484,0,365484,123732,61500,5,2,3,2007,2,2,2,0,18.768,3,7,3,7787,9,3,17,6
365484,0,365484,123732,61500,6,2,3,2007,3,4,2,0,39.956,1,7,3,7368,3,3,NA,6
364938,0,364938,122808,61500,5,2,3,2007,2,2,2,0,11.248,3,7,3,7676,9,3,NA,6
363594,0,363594,122724,61500,5,2,3,2007,2,2,2,0,10.67964234,3,7,3,7678,9,3,17,6
364490,0,364490,122738,61500,6,2,3,2007,3,4,2,0,41.63943828,3,7,3,7707,3,3,NA,NA
370104,0,370104,125034,61500,5,2,3,2007,3,3,2,0,18.7,3,7,3,7709,3,3,NA,6
480102,0,480102,238182,110000,6,2,3,2007,3,4,2,0,52.24596847,3,7,3,7625,3,3,NA,6
533778,0,533778,533778,750420,6,13,3,2007,5,4,1,0,11.324,1,7,3,5966,3,3,11,NA
478002,0,478002,237846,110099,6,2,3,2007,3,3,2,0,29.488,3,7,3,7624,9,3,NA,6
365484,0,365484,123732,61500,5,2,3,2007,4,2,2,0,24.036,3,7,3,7708,9,3,NA,6
364938,0,364938,122808,61500,5,2,3,2007,2,2,2,0,21.004,3,7,3,7727,9,3,NA,6
383100,0,383100,215100,181250,6,2,3,2007,3,3,2,0,34.8,3,7,3,7599,9,3,17,6
147484,0,153212,50738,132500,6,2,3,2007,4,3,2,0,27.024,1,7,3,7747,9,3,NA,6
481530,0,481530,241752,62100,5,2,3,2007,4,2,2,0,20.396,3,7,3,7818,9,3,17,6
268624,0,268624,182416,218896,5,2,3,2007,4,2,2,0,33.73002076,3,7,3,7911,9,3,17,6
361410,0,361410,120036,61500,5,2,3,2007,NA,NA,2,0,18.328,3,7,3,7917,3,3,NA,6
364938,0,364938,122808,61500,5,2,3,2007,3,3,2,0,31.684,1,7,3,7699,9,3,17,6
385032,0,385032,256032,61500,5,2,3,2007,3,2,2,0,36.084,1,7,3,8006,9,3,NA,6
385032,0,385032,129000,61500,5,2,3,2007,3,3,2,0,49.16,1,7,3,7970,9,3,17,6
240240,0,240240,81040,97727,5,2,3,2007,3,2,2,0,38.724,3,7,3,8001,9,3,17,NA
242240,0,242240,81040,97700,5,2,3,2008,2,3,2,0,32.548,1,7,3,8010,9,3,17,6
242240,0,242240,81040,97700,5,2,3,2008,3,3,2,0,30.556,1,7,3,7990,9,3,17,6
270791,0,270791,180096,89115,6,2,3,2007,3,1,2,0,28.836,3,7,3,7642,9,3,17,6
270791,0,270791,57456,24980,6,2,3,2007,3,4,3,0,31.10518902,3,7,3,8059,9,3,17,6
387060,0,387060,227482,162379,6,2,3,2007,3,4,2,0,32.204,3,7,3,7513,9,3,17,6
240240,0,240240,81040,97700,5,2,3,2007,3,4,2,0,19.898,3,7,3,7717,9,3,17,6
380342,0,380342,380342,560050,6,28,3,2007,1,2,1,0,19.604,3,7,3,6026,9,3,9,NA
0,10500,398987,50555,132200,5,27,3,2008,4,3,6,0,22.748,3,7,3,6183,11,3,NA,6
0,26000,706162,53331,124650,5,27,3,2008,4,3,7,0,22.696,3,7,3,6197,11,3,NA,6
0,10500,478754,51105,135569,5,27,3,2008,4,3,6,0,30.744,3,7,3,6184,11,3,NA,6
242240,0,242240,81040,97700,5,2,3,2007,3,3,2,0,46.228,3,7,3,8013,9,3,17,6
337020,0,337020,112306,97700,5,2,3,2007,3,3,2,0,37.668,3,7,3,8021,9,3,17,6
242240,0,242240,81040,97700,5,2,3,2008,3,3,2,0,19.328,3,7,3,7974,9,3,NA,6
337020,0,337020,112306,97700,5,2,3,2007,3,3,2,0,37.62,3,7,3,7996,9,3,17,6
242240,0,242240,81040,97700,5,2,3,2008,3,3,2,0,33.484,3,7,3,7939,9,3,17,6
242240,0,242240,81040,97700,6,2,3,2008,3,2,2,0,10.508,3,7,3,7719,9,3,17,6
242240,0,242240,81040,97700,5,2,3,2008,2,3,2,0,37.644,3,7,3,8000,9,3,17,6
242240,0,242240,81040,48625,5,2,3,2008,3,3,2,0,43.67591628,1,7,3,8000,9,3,17,6
242240,0,242240,81040,97700,5,2,3,2008,3,3,2,0,23.904,3,7,3,7949,9,3,17,6
147484,0,153212,96746,265000,6,2,3,2008,4,2,2,0,17.1,1,7,3,7699,9,3,17,6
NA,NA,NA,NA,0,6,18,3,2008,4,4,NA,NA,30.264,3,7,1,7869,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,4,1,NA,NA,19.908,3,7,1,6196,1,NA,11,NA
210000,0,210000,78000,43750,5,2,3,2008,3,3,2,0,15.18175478,3,7,3,7873,9,3,17,6
220911,0,220911,82394,90625,5,2,3,2008,4,3,2,0,16.276,1,7,3,8084,9,3,17,6
220911,0,220911,82394,43750,5,2,3,2008,4,3,2,0,25.85188981,3,7,3,8096,9,3,17,6
0,5250,196371,51088,135464,5,27,3,2008,2,2,3,0,5.784,3,7,3,6745,11,3,20,6
0,6000,245005,48154,120902,5,27,3,2008,2,2,4,0,30.672,3,5,3,6783,11,3,NA,6
0,6000,209315,42876,117196,5,27,3,2008,3,3,4,0,44.70841868,3,5,3,6832,11,3,20,6
NA,NA,NA,NA,0,6,18,3,2008,4,2,NA,NA,44.144,3,7,1,8050,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,1,2,NA,NA,27.468,3,7,1,8070,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,1,3,7,NA,29.132,3,7,3,7960,1,NA,11,NA
220655,0,220655,82253,90625,5,2,3,2008,2,3,2,0,19.764,3,7,3,7943,9,3,17,6
220655,0,220655,82253,90625,5,2,3,2008,3,3,2,0,21.948,3,7,3,7929,9,3,17,6
220375,0,220375,81973,90625,6,2,3,2008,4,2,2,0,8.544,1,7,3,7699,9,3,17,6
209000,0,209000,77000,97700,5,2,3,2008,3,2,2,0,29.356,1,7,3,7989,9,3,17,6
220538,0,220538,82187,90625,5,2,3,2008,3,2,2,0,12.592,3,7,3,7943,9,3,17,9
221886,0,221886,83102,118125,5,2,3,2008,3,2,2,0,25.776,3,7,3,7984,9,3,17,6
208000,0,208000,76000,90625,5,2,3,2008,3,3,2,0,47.16539174,3,5,3,7858,9,3,17,6
208000,0,208000,76000,90625,5,2,3,2008,3,3,2,0,25.54,3,7,3,7843,9,3,17,6
0,19000,472366,111674,67006,5,27,3,2008,5,2,5,0,13.824,5,7,3,8636,11,3,20,6
278750,0,278750,101000,6000,5,2,3,2008,3,3,2,0,14.376,3,7,3,7831,9,3,17,6
374000,0,374000,148000,80000,6,2,3,2008,3,4,3,0,21.292,1,7,3,7850,9,3,17,6
502250,0,502250,325500,43600,6,2,3,2009,3,4,2,0,20.56059578,3,7,3,7297,9,3,17,NA
448250,0,448250,266500,41200,6,2,3,2009,3,3,2,0,23.77308795,3,7,3,7595,9,3,17,NA
0,6000,213161,48451,136860,6,27,3,2008,3,3,4,0,27.38,3,5,3,6411,11,3,NA,6
196751,0,196751,77351,92805,5,2,3,2008,2,2,2,0,21.152,3,7,3,7930,9,3,17,9
278750,0,278750,101000,6000,5,2,3,2008,3,3,2,0,15.656,3,7,3,7785,9,3,17,6
278750,0,278750,101000,6000,5,2,3,2008,3,2,2,0,13.43492656,3,7,3,7788,9,3,17,6
278750,0,278750,101000,6000,5,2,3,2008,3,2,2,0,15.93179403,3,7,3,7809,9,3,17,6
NA,NA,NA,NA,0,6,18,3,2008,4,1,NA,NA,26.296,3,7,1,8250,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,1,4,7,NA,29.396,3,7,3,8008,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,4,3,7,NA,36.12,3,7,3,7960,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,3,2,NA,NA,20.288,2,7,1,8022,1,NA,NA,NA
NA,NA,NA,NA,0,6,18,3,2008,3,2,NA,NA,49.432,1,7,1,8274,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2008,4,2,NA,NA,16.4500793,3,7,1,8296,1,NA,11,NA
0,6000,246762,54589,134958,5,27,3,2008,4,2,4,0,17.184,3,5,3,6727,11,3,20,6
0,6000,240826,48258,149098,5,27,3,2008,1,3,4,0,69.09392334,3,5,3,6803,11,3,20,6
0,7500,332242,54936,172220,5,27,3,2008,4,3,4,0,46.016,1,5,3,6731,11,3,20,6
0,6000,228308,39764,82312,5,27,3,2008,4,3,4,0,33.728,3,5,3,6777,11,3,20,6
388750,0,388750,210000,24600,5,2,3,2009,3,3,2,0,23.846,3,7,3,7553,9,3,17,NA
449500,0,449500,255500,125000,5,2,3,2009,4,3,2,0,36.584,5,6,3,9410,9,3,NA,NA
366240,0,366240,366240,927236,6,8,3,2009,1,4,1,0,55.988,3,7,3,6013,3,3,NA,NA
NA,NA,NA,NA,0,6,18,3,2008,1,3,NA,NA,20.176,3,7,1,8124,1,NA,11,NA
291500,0,291500,158500,181250,5,2,3,2009,3,3,2,0,33.416,3,7,3,7482,3,3,17,NA
NA,NA,NA,NA,0,6,18,3,2008,1,2,NA,NA,20.872,3,7,1,8242,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2009,4,3,7,NA,26.532,3,7,3,7812,1,NA,12,NA
NA,NA,NA,NA,0,6,18,3,2008,3,1,7,NA,20.18,3,7,3,8216,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2010,3,4,8,NA,21.844,3,7,3,8124,1,NA,11,NA
NA,NA,NA,NA,0,6,18,3,2010,4,3,8,NA,12.89341834,3,7,3,8200,1,NA,11,NA
NA,NA,NA,NA,NA,6,18,3,2009,4,3,7,NA,13.256,3,7,3,7950,NA,NA,11,NA
0,6552,636090,629538,845640,6,13,3,2009,3,3,1,0,63.15788804,3,7,3,6094,6,3,9,NA
0,0,245500,123500,238125,5,2,3,2009,3,4,2,245500,46.25166625,3,5,3,6595,8,3,17,NA
297000,0,297000,159000,87500,5,2,3,2009,2,3,2,0,17.03817508,3,5,3,7455,9,3,17,6
292000,0,292000,159000,87500,5,2,3,2009,3,3,2,0,40.768,3,7,3,7438,9,3,17,6
